gene	FPKM	bivalency_status
Gm37068	0	none
Gm37070	0	none
2900092O11Rik	0	Bivalent
E230020A03Rik	0.0554831	H3K27me3
Ighv1-14	0	none
A030005K14Rik	0	none
Gm19058	0	H3K27me3
Gm38370	0	none
Gm38369	0	none
Gm38368	0.0467137	none
Gm18299	0	none
2610034O05Rik	0	Bivalent
Gm37425	0	H3K27me3
Gm37112	0	none
A430027C01Rik	0.0974115	none
Gm37426	0	none
Gm37421	0	none
Gm37422	0.0649859	H3K27me3
Gm37423	0.0808206	none
Gm37424	0	none
Gm37427	0	H3K27me3
Gm20851	0	none
Gm19030	0	none
Gm35801	0	H3K27me3
4932431L22Rik	0	none
4932442E05Rik	0.275454	none
Gm33051	0	none
Rhbg	0	Bivalent
Gm30312	0	none
Gm37256	0	H3K4me3
Gm37255	0.0169594	none
Gm37830	0	none
Gm37831	0	none
Ighv8-8	0	none
Gm37829	0.0414293	none
Gm37827	0.128397	H3K27me3
Gm37828	0	none
Gm37825	0	H3K27me3
Gm37826	0	none
Gm37824	0.0175713	none
Gm9121	0	none
Gm37662	0	none
Gm37661	0.01842	none
Gm18698	0	H3K27me3
BC002189	0	H3K27me3
Gm10513	0.029655	none
Gm37660	0.0477685	none
Gm21736	0	none
Gm37663	0.0340528	none
Gm38207	0	none
Gm38208	0	none
Gm38209	0	none
Trbv25	0	none
Gm38210	0.0794298	none
Gm38211	0	none
Gm18717	0	none
Gm38212	0	none
Gm10305	0.0222135	none
Gm21661	0	none
Gm38063	0	H3K27me3
Gm38064	0	H3K27me3
Gm33142	0	H3K27me3
Gm38065	0	H3K27me3
Gm38066	0	H3K27me3
Gm31373	0	H3K27me3
Gm38062	0.0291314	none
Gm9700	0	none
Gm20770	0	none
Gm32340	0	none
Gm19552	0.0476586	none
Gm37111	0	none
Gm5837	10.3591	none
Gm10555	0	H3K4me3
Gm37110	0	none
Gm30353	0	none
Gm36345	0	none
Gm37736	0.020559	none
Gm37737	0	H3K27me3
Gm37738	0.0658289	none
Gm7445	0	none
Gm37739	0	none
Gm37740	0	none
A430027H14Rik	5.29783	none
Gm37735	0.116414	none
Gm33994	0	H3K27me3
Gm34015	0	none
Gm18843	0	none
Gm37165	0.474677	none
Gm29813	0	none
Gm37164	0	none
Gm37163	0.178716	none
Gm9884	0.0409941	none
Gm18407	0	none
Gm37162	0	H3K27me3
Gm37161	0.024293	none
Gm37336	0	none
Gm34073	0	H3K27me3
Gm38159	0	none
Gm37335	20.4196	none
Gm37333	0.147737	none
Gm37334	0.474243	none
1700045I11Rik	0	none
Gm37332	0.0368376	none
Gm43314	0.0109055	none
Rbakdn	0	H3K27me3
Gm6077	0.162384	none
Gm43731	0	none
Gm43739	0	none
Igkv5-40-1	0	none
Gm18660	0	none
Gm42686	0.00634093	none
Gm23786	0	none
Gm44303	0	none
1700016B01Rik	0	H3K27me3
Gm43035	0	none
Gm3527	0	none
Gm43114	0	none
Ighv8-15	0	none
Gm6602	0	none
Gm32754	0	none
E030032P16Rik	0	H3K27me3
Gm43858	0.823027	none
Gm43022	0.00609109	none
Gm43857	0.27378	none
Gm43142	0	none
Gm43589	0	none
Igkv13-57-2	0	none
Gm47309	0	none
9330178D15Rik	0	none
Gm4610	0.0319152	H3K27me3
Gm5983	0	none
Gm43192	0	none
Gm36520	0	none
Gm44403	0	none
Gm43118	0.0916323	H3K27me3
Gm8115	0	none
Mir466c-1	0	none
Gm42767	0.125485	none
Gm43041	0.0271361	none
Gm17977	0.0614518	none
Mir7227	0	none
Gm43209	0	none
Gm43255	0.0533633	H3K27me3
Gm43054	0	none
Gm44463	0	H3K27me3
Gm43010	0.0478793	none
Fbxw23	0	none
Gm42886	0.101547	none
Gm42836	0	H3K27me3
Igkv9-119	0	none
F830115B05Rik	0	none
Gm6641	0	none
Gm8929	0	none
5830437K03Rik	0	H3K27me3
Gm42620	0	none
Gm42497	0.0283221	none
Mir380	0	none
Gm42701	0.0528979	none
Rpl18a-ps3	0	none
4921511C10Rik	0.0370106	none
4921539H07Rik	0	none
Gm43161	0.0177889	none
Gm43666	0	none
Gm44311	0	none
Gm5034	0	none
Gm43145	0	none
Gm42721	0.0923891	none
Ighv1-65	0	none
Gm24022	0	none
Gm42593	0	H3K27me3
Gm19080	0	none
B230334C09Rik	38.3042	none
Gm30214	0.0197615	none
Gm49346	0	none
Dmrt1i	0	Bivalent
Gm29745	0	none
Gm42779	0	H3K27me3
Gm47314	0	H3K4me3
Gm42915	0	none
Gm42922	0.0843809	H3K4me3
Gm43409	0	H3K27me3
Gm31651	0	none
Gm44390	0	H3K27me3
Igkv13-76	0	none
Gm567	0	none
Gm42449	0.0293222	H3K27me3
Gm8704	0	none
Fbxw27	0	none
Gm43804	0.16442	H3K27me3
Gm6069	0	none
Gm43356	0	none
Mir1839	0	none
Gm42678	0	none
Trav7-1	0	none
Gm43185	0.269268	none
Gm42541	0.0216177	none
Gm6394	0	none
Gm43478	0	none
Gm42448	0.110837	none
Gm42675	0.0121718	none
Mir3535	0	none
Gm44319	0	H3K27me3
Trav13n-1	0	none
Trgj3	0	none
Gm43774	0	none
Gm42909	0	none
Gm42421	0.163207	none
Gm42461	0	none
Gm44377	0	none
Gm43239	0	none
Gm42424	0	H3K27me3
4930568A13Rik	0	none
Gm42939	0.0248219	H3K27me3
Gm42623	0	none
Gm43290	0.261163	none
Gm9207	1.57358	H3K27me3
Gm8862	0	none
Gm2314	0	none
Gm30484	0	none
Gm9173	0	none
Gm43485	0.480885	none
Gm42570	0	H3K27me3
Gm43712	14.8873	none
Trav22	0	none
Gm21168	1.06307	H3K27me3
Mir669a-8	0	none
Gm43109	0.0453184	H3K27me3
Gm43814	0	H3K27me3
Gm43317	0.429199	none
Gm44483	0	none
Gm47297	0	none
Gm30275	0	H3K27me3
Gm43619	0	none
Gm43601	0	none
Gm42768	0.199165	none
Gm43267	0.0483476	H3K4me3
Gm3203	0.243276	none
Gm35570	0	none
Gm43366	0.0180182	none
Gm44452	0	none
Gm4961	0	none
Vmn2r-ps24	0	none
Gm38411	0	H3K27me3
Gm9369	0	none
Gm43062	0.137911	none
Gm43665	0.10208	none
Gm43550	0	none
Gm42756	0.0322146	none
Gm43689	0	H3K4me3
Gm42777	0.015041	none
Gm43376	0.105916	none
Gm4321	0	none
Igkv4-60	0	none
Gm9415	0	none
Gm43001	0	none
Gm42636	0.194396	none
Gm44385	0	H3K27me3
5430427N15Rik	0	H3K27me3
Gm19202	0	H3K27me3
Gm42815	0.0329719	H3K4me3
Gm42899	0.0387036	none
Gm18702	0	none
Gm44482	0	none
Gm47304	0	none
Gm43021	0	none
Gm42773	0	none
Gm42941	0.137895	none
Gm43797	0.0901873	none
Gm30023	0	none
Gm42946	0.438232	none
Igkv12-67	0	none
Gm42602	0.00771948	none
Rps4x-ps	0	none
Gm26379	0	none
Gm42555	0	H3K4me3
Gm44298	0	none
4921521D15Rik	0	none
Gm43133	0.121019	none
4930405N21Rik	0	H3K27me3
Gm43421	0.204409	none
Gm43649	0	H3K27me3
Gm42503	0.0315879	H3K27me3
Gm42484	0.0138874	none
Gm31243	0	none
Gm43854	0	none
Igkv4-75	0	none
Gbp6	0.0570459	none
Trav5d-2	0	none
Gm43515	0	none
Gm30652	0	H3K27me3
Gm33969	0	H3K27me3
Gm31752	0	none
4933437G19Rik	0	H3K4me3
Gm43138	0.153972	none
Gm42696	0	none
Gm43007	0	none
Gm43106	0.450439	none
Gm43162	0.265996	none
Gm2860	0	none
Gm18384	0	none
Gm42500	0	H3K27me3
Gm42462	0.0214002	none
Gm44471	0	none
Gm42511	0	none
Gm43249	0	H3K27me3
Gm43346	0	none
Gm29784	0.374826	none
Mir669a-5	0	none
C130075A20Rik	0.044395	none
Gm33609	0	none
Gm42937	0.165775	none
Trav3-2	0	none
Gm3283	0	none
Mir6516	0	none
Mir3087	0	none
Igkv9-128	0	none
Gm44493	0	none
Gm18980	0	none
Gm43073	0.167894	none
Gm44352	0	none
Mir292b	0	H3K27me3
Gm43592	0.0571814	Bivalent
Gm42926	0	none
n-TStga1	0	H3K4me3
Gm43179	0	none
Gm5565	0	none
Gm35172	0.194701	none
Gm43116	0	none
Mir677	0	H3K4me3
Gm42464	0.255976	none
Gm44391	0	none
Mir691	0	none
Ranbp2-ps12	0	none
Igkv3-8	0	none
Gm43511	0.103375	H3K4me3
Gm44308	0	none
9830132P13Rik	0	H3K27me3
Gm43066	0.173852	H3K4me3
Gm43058	0.112945	Bivalent
4930573H18Rik	0	none
Gm47277	0	none
Gm38412	0.0113169	none
Igkv8-34	0	none
Gm2939	0	none
Gm44394	0	none
Gm43347	0	none
Mir7657	0	none
Gm8920	0	none
Gm8182	0	none
Gm43691	0.0471786	none
Gm4865	0.373731	none
Gm43476	0	H3K27me3
Gm43559	0	none
Gm19843	0	none
Gm43303	0	none
Gm43326	0	H3K27me3
Gm44381	0	H3K27me3
Gm42984	0.261716	H3K4me3
Gm31121	0	none
Gm43573	0.138932	H3K27me3
Gm19148	0	none
Gm36448	0	none
Gm43640	0	none
Gm43276	0	none
4930511M18Rik	0	none
Gm43308	0	none
Gm43756	0.0182765	none
Mir28c	0	none
Gm42783	0.354814	H3K4me3
Gm44354	0	Bivalent
Mir1897	0	H3K27me3
Gm20121	0	none
Gm9361	0	H3K27me3
Gm36017	0	none
Gm43834	0.00652679	none
Gm5869	0.371547	none
Gm43108	0	none
Mir7233	0	H3K27me3
Gm43624	0	none
Gm42566	0	none
Gm42865	0	H3K27me3
Gm42619	0	H3K27me3
Gm44485	0	none
Gm5684	0	none
Gm33093	0	none
Gm44329	0	none
Gm42979	0.313503	none
Trav5-2	0	none
Gm43473	0	none
Gm44358	0	none
Gm43661	0.0515493	none
4930515G16Rik	0	none
Gm44474	0	Bivalent
Gm42481	0.0389234	none
Gm42967	0.219603	none
Gm43182	0	H3K4me3
Gm21663	0	none
Gm40330	0	H3K27me3
Gm42947	0	none
Gm24826	0	none
Gm42898	0.0685146	H3K27me3
Gm43685	0.0465096	none
5830487J09Rik	0.0510913	none
B020017C02Rik	0	none
Igkv15-102	0	none
Gm42489	0.158751	none
Gm8861	0	none
Gm5547	0	none
Gm44405	0	H3K27me3
Gm42520	0.0418077	none
Gm43710	0	none
Gm42794	0	none
Mir7230	0	H3K27me3
Gm17743	0.0204881	none
Gm42821	0	H3K27me3
Gm5308	0	none
Gm47276	0	none
1700041I07Rik	0	H3K4me3
Gm43020	0	H3K4me3
Gm43177	0	H3K27me3
Gm22149	0	none
Gm42924	0	none
Gm42901	0.0545902	Bivalent
E030026E10Rik	0.108262	none
Gm43201	0	none
Olfr375-ps1	0	none
Mir7116	0	none
Gm43709	0	H3K27me3
Rnu3b3	0	H3K4me3
Gm26413	0	none
Mir136	0	H3K27me3
A430072C10Rik	0	H3K27me3
Gm42510	0.0897072	H3K27me3
3110039M20Rik	0.859415	H3K27me3
Gm6520	0	none
Gm49347	0	none
Gm43655	0	none
Gm42708	0	none
Gm42948	0.133161	H3K4me3
Gm43728	0.0412528	H3K27me3
Gm9954	1.3211	Bivalent
Gm42544	0.0543894	none
4930448I18Rik	0	none
Gm42639	0.146892	none
1700008B11Rik	0	H3K4me3
Gm40332	0	H3K4me3
Gm43387	0.025865	none
Gm43397	0	H3K27me3
Trdc	0	none
Gm42651	0.041052	none
Gm43567	0	none
Gm44490	0	none
Gm47296	0	none
Gm43711	0	none
Gm43096	15.3235	none
Igkv14-134-1	0	none
Mir5046	0	none
Gm43758	0.28024	none
Gm43000	0.0819295	none
Gm43158	0	H3K27me3
1500005C15Rik	0	H3K27me3
Gm43043	0	none
Mir3084-1	0	none
2510017J16Rik	0.133424	none
Gm6615	0	none
Gm2404	0	none
Gm43507	0.178168	none
Gm8454	0	none
Rnu3b4	0	none
Gm43203	0.0704725	none
Gm30043	0	none
Gm43855	0	none
4930596I21Rik	0	H3K4me3
Gm42692	0.410356	H3K27me3
Gm30517	0	none
Gm43707	0.179847	none
9330198I05Rik	0.742498	none
Gm43718	0	none
Gm43005	0	H3K27me3
1700015C17Rik	0	none
Gm43617	0	none
Gm43331	0.0311224	none
Gm47288	0	none
Gm43023	0	none
Gm6560	39.0541	none
Mir7061	0	none
Trav15n-2	0	none
Gm42830	0	none
Gm43289	0	none
Gm42944	0.0326079	none
Gm42617	0.526774	none
Gm43215	0	none
Gm23927	0	H3K27me3
Igkv13-74-1	0	none
Gm5865	0.185305	none
Gm43002	0	none
Gm43061	0.268389	none
Mir6947	0	none
Gm43388	0	none
Gm42565	0	none
Gm42766	0.584406	none
Gm43243	0	H3K4me3
Igkv1-136	0	none
Gm40323	0	none
Mir466e	0	none
Igkv11-118	0	none
Gm43414	0.0832172	none
2610011E03Rik	0.259014	none
Gm43057	0	H3K27me3
Gm42840	0.10258	none
Gm33651	0.282808	none
Gm42908	0.047918	none
Gm8953	0	none
Gm3321	0	none
Gm42868	0.0387105	H3K27me3
Gm43405	0	H3K27me3
Gm35715	0.0256059	none
Gm19104	0	none
Gm43721	0	H3K27me3
Gm44376	0	none
Hcfc1r1-ps2	0	none
4833413G10Rik	0.946858	none
Gm43413	0.148755	H3K4me3
Gm38697	0	none
Gm47308	0	none
Gm42694	0	none
1700016F12Rik	0	H3K27me3
4930429D17Rik	0	none
Gm43354	0	H3K27me3
Mir7238	0	H3K4me3
Gm18131	0	none
Snhg8	1.67025	H3K4me3
Gm43835	0	none
Trgj1	0	none
Gm42974	0.138878	none
4930597L12Rik	0.0725719	none
Gm43437	0.510501	none
Gm43273	0.060735	none
Gm43436	0	none
Gm43803	0	none
Gm43445	0.253456	H3K27me3
Gm43137	0.777028	H3K4me3
9430087B13Rik	0	H3K27me3
Gm19931	0	H3K27me3
A530041M06Rik	0.121418	none
Gm43686	0.0584275	none
Iglj2	0	none
Gm43060	0	none
Gm31274	0	H3K27me3
Mir6994	0	none
4930573I07Rik	0	H3K27me3
Gm43736	0	none
Gm32554	0	none
Gm42763	0.0486604	none
Gm5982	0	none
Gm42917	0.0343147	H3K4me3
1600023N17Rik	0.222868	H3K4me3
2810432F15Rik	0.0498877	none
Gm43622	0.0416275	none
Gm44481	0	none
Gm43504	0.0634407	none
Gm44468	0	none
Gm43163	0	none
Gm43510	0	none
Gm42989	0.21877	none
Gm42925	0	none
Mir6924	0	Bivalent
Gm44350	0	H3K4me3
Gm43822	0	H3K27me3
4930477O15Rik	0	H3K27me3
Gm43616	0.116215	none
Gm47275	0	none
Mir6375	0	none
Gm40055	0.164264	H3K27me3
Gm43075	0.0391014	Bivalent
Gm9729	0	none
Gm9484	0.0797353	H3K4me3
Gm43170	0	none
Gm43652	0.105685	none
Gm42774	0	none
Mir219b	0	none
Gm43210	0.0279226	none
Gm42813	0	none
Gm7721	0	none
Gm44367	0	H3K4me3
Gm6059	0	none
Gm42569	0	none
Gm43107	0	none
Gm43546	0	none
Gm43547	0.369085	none
Gm7205	0	H3K27me3
Gm8234	0.103353	none
1700012D16Rik	0.178428	none
Gm43561	0	H3K27me3
Rnu3b1	0	H3K4me3
Gm18719	0	none
Gm43676	0	H3K27me3
Gm18747	0	none
Gm44363	0	H3K27me3
Gm38671	0	none
Gm3511	0	none
Gm43117	0	H3K27me3
Gm43423	0.0509472	H3K27me3
Gm43348	0	none
Gm9682	0	none
1110060G06Rik	0	H3K4me3
Gm25203	0	none
Gm43044	0	none
Gm32585	0	none
Ube2l3-ps1	0	H3K27me3
Gm42676	0.00969756	none
Gm42509	0.239279	H3K27me3
Igkv1-108	0	none
Gm10416	0.269225	none
Rpl9-ps8	0	H3K27me3
Gm44455	0	none
Gm42533	0	none
Gm42966	0	H3K27me3
Gm42486	0.0156162	none
Gm42482	0.12848	none
Gm4248	0.610961	none
Gm21655	0.0150725	none
Gm43064	0.0505253	H3K4me3
Gm43664	0	none
Gm43079	2.19718	none
Gm42805	0	none
Gm40190	0	none
Gm43590	0	none
Gm42498	0	H3K27me3
Gm26457	0	H3K4me3
Gm6740	0.758691	none
Gm43113	0.0155234	none
Gm43488	0.0513327	H3K27me3
Gm44345	0	none
Gm42513	0.0572462	none
Iglj4	0	none
Gm18018	0	none
Gm30835	0	H3K27me3
Trav3n-2	0	none
Gm43336	0.0892273	none
Gm44335	0	H3K4me3
Gm9317	0	none
Gm43818	0	none
Mark1-ps2	0	none
A930003O13Rik	0.665066	Bivalent
Gm4859	0	none
Vamp9	0.0589988	H3K4me3
Gm43715	0.0305035	none
Trav7n-6	0	none
Gm43110	14.1049	none
Aqp10-ps	0	H3K27me3
Gm42699	0.0201355	none
Gm43365	0.138833	none
Gm42567	0	none
Gm42534	0	none
Gm42552	0.012281	none
Gm17978	0	none
Gm43717	0	none
Trav15-3	0	none
Gm43722	0	none
Gm42468	0	none
Gm17815	0.0425032	none
Obox4-ps10	0	none
8430422M14Rik	0.0755074	none
Gbp10	0	none
Gm42133	0	H3K27me3
Gm47312	0	H3K27me3
Gm42751	0	H3K27me3
Gm44349	0	H3K4me3
Gm43206	0	none
Gm35507	0.00863374	none
Gm43191	0	none
Gm43729	0	none
Gm31363	0	none
Gm43657	0.00887235	none
Gm43412	0	H3K27me3
Gm42687	0	none
Gm44297	0	none
Igkv12-66	0	none
Gm43310	0	none
Gm42778	0.156193	Bivalent
Gm2622	0	none
Amd-ps5	0.0600812	none
Rnu3b2	0	H3K4me3
Gm44494	0	none
Gm42760	0	none
Mir3084-2	0	none
Gm43765	0.622005	none
Gm26413	0	none
Gm43406	0	none
Gm44407	0	none
Ighv1-79	0	none
Gm5297	0.0606167	none
Gm43468	0	none
Gm43723	0	H3K27me3
Gm42470	0	none
Gm42870	0	none
Gm19566	0	none
Gm43825	0.188648	none
Gm47306	0	H3K27me3
Gm43250	0	none
Gm44320	0	none
Gm42923	0	none
Gm43667	1.19069	none
8030487O14Rik	0.130767	none
Gm42869	0.150383	none
Mir6964	0	none
Gm19391	0	Bivalent
Gm43127	0	H3K27me3
Gm43828	0	H3K27me3
Mir7214	0	H3K27me3
Gm8069	0	none
Rpl21-ps11	0.260681	none
Gm47299	0	none
Gm35409	0	H3K27me3
Ckb-ps1	0	none
Gm42700	0.0144031	none
Gm42983	0	none
Gm43615	0	H3K27me3
Gm43241	0	none
Gm42864	0.0237623	H3K27me3
Gm3143	0	H3K27me3
Gm20128	0	none
Gm42910	0	none
Gm9057	0	none
Gm31831	0	none
Gm42862	0	none
Gm42988	0	none
A530030E21Rik	0	none
Gm42595	0.0354261	none
Gm42494	0	none
Gm4873	0	none
Gm44337	0	none
Mir7686	0	H3K27me3
Gm42629	0	none
Snord43	0	H3K4me3
Gm30735	0	none
Gm44476	0	none
Gm19166	0	none
Gm5288	0	none
Gm42499	0	H3K27me3
Gm5715	0	none
Gm43353	0	H3K27me3
Gm43097	0	none
Gm43668	0.812352	none
Gm43563	0	H3K27me3
Mir376a	0	none
Gm42866	0.0983382	none
Gm4863	0	none
Gm19620	0.103818	H3K27me3
Mir669a-9	0	none
Gm42564	0	none
Gm42537	0.0127811	none
4930519H02Rik	0	none
Gm43778	0	none
Gm23377	0	none
Gm8190	0	none
Gm7774	0.161825	none
Gm43470	0	none
Gm4644	0	none
Gm42796	0	none
Gm18971	0	none
Gm6755	0.822918	none
Gm43584	0.190687	H3K27me3
Mir142	0	none
Gm43446	0	none
Gm42502	0.23205	none
Gm43581	0.0109815	none
Mir378a	0	none
Gm43362	0.0947495	H3K4me3
C230031I18Rik	0.127476	none
4933428P19Rik	0.609488	H3K4me3
Gm43738	0	H3K4me3
Gm44301	0	H3K27me3
Gm4870	0	none
Gm42927	0.0351966	none
Gm43525	0	none
Gm43334	0	H3K27me3
Mir3544	0	none
Gm47302	0	none
Gm43557	0.030029	H3K27me3
Gm43037	0	none
Gm44373	0	none
Gm44326	0	none
Traj47	0	H3K27me3
Gm42873	0.0627179	none
Gm38413	0.109725	H3K4me3
Gm43821	0	H3K27me3
Mir497	0	H3K27me3
Gm9332	0	none
Gm42205	0.0694913	none
Gm43433	0	none
Gm3364	0.063243	none
Gm19147	0	none
A930028O11Rik	0	none
Gm36667	0	H3K27me3
Gm43340	0.0946451	none
Gm43149	0.0250277	none
Gm42433	6.93188	none
Iglj3	0	none
Gm47284	0	H3K4me3
Gm20568	0	none
4930459L07Rik	0	none
Hcfc1r1-ps1	0	none
Gm44356	0	H3K27me3
Gm42580	0	none
Gm44357	0	H3K27me3
Gm43091	0	none
Gm19418	0	none
Gm43542	0	none
Gm9236	0	none
Gm43444	1.116	none
Gm5281	0	none
Gm31305	0.658342	none
Gm21043	0	none
Gm42519	0.0169166	none
Gm5310	0	none
Gm44458	0	H3K27me3
Gm29736	0	none
4930526M16Rik	0	none
Gm42753	0	none
Gm42522	0.436104	none
Gm42951	0	none
Gm42413	0	none
Gm19658	0	none
Gm43144	0	none
Gm40038	0.0258663	none
Gm42874	0.0168129	none
Gm40040	0	none
Gm43333	0	H3K27me3
Gm19175	0	none
Gm42427	0	none
Gm42716	0.0302456	none
Sox2ot	6.93555	H3K27me3
Gm18546	0	none
Gm42542	0	none
Gm42999	0	none
Gm42863	0.0233677	none
Gm42875	0.27388	none
Gm43071	0.147084	none
Gm43015	0	none
1700048F04Rik	0	none
Gm43214	0	none
Gm9504	0.265707	none
Gm42630	0	none
Gm6260	0	none
Pgk1-ps3	0	none
Gm17835	0	none
Gm42981	0.0283811	none
Gm33370	0	none
Gm42693	0.193654	H3K27me3
Gm43238	0	none
Gm43140	0	none
Gm43577	0.00742459	none
Gm25820	0	none
Gm43483	0.147936	none
Gm43528	0.192081	none
Gm18901	0	none
Gm44299	0	H3K27me3
Gm42843	0.136031	none
Gm43304	1.16775	none
Gm42834	0	none
Gm19708	0	H3K27me3
1700052H01Rik	0	H3K27me3
Cldn25-ps	0	H3K27me3
Gm33847	0	none
Gm30613	0	none
Igkv13-54-1	0	none
Gm19817	0.143787	none
Gm18555	0	none
Gm43696	0.130317	none
Gm8872	0	none
Gm43171	0	none
Gm43839	0	none
4930572K03Rik	0	none
Gm21461	0	none
Gm42451	0	none
Gm44574	0	H3K4me3
Gm47291	0	none
Gm43583	0	none
Ranbp2-ps11	0	none
Gm18635	0	none
Gm42953	0	none
Gbp2-ps	0	none
Gm44480	0	none
Igkv15-101	0	none
Gm43016	0	none
Gm44382	0	H3K27me3
Gm43751	0.189651	none
Igkv13-62-1	0	none
Gm42705	0	none
Gm30946	0	none
6030400A10Rik	0.680489	none
Gm9409	0	none
Gm43180	0.0232195	none
Mir7215	0	H3K27me3
Mir669a-6	0	none
Gm29865	0	none
Gm43316	0.602294	none
Mir684-2	0	none
Gm42680	0	none
Gm42423	0	H3K27me3
AU022133	0.0439115	none
1700094M23Rik	0	none
Gm43802	0.0876455	none
Gm42457	0.0307433	none
Gm42878	0.000108654	H3K4me3
Gm43817	0.188856	none
Gm43244	0.0244404	H3K27me3
Gm43512	0	none
Gm43556	0	none
BC030343	0.897713	H3K4me3
Gm18894	0	H3K27me3
Gm43503	0.0149932	none
Gm35212	0	none
Gm43604	0.108423	none
4930537H20Rik	0.239179	H3K4me3
Gm43157	0	H3K27me3
C030018K13Rik	0.100951	none
Gm42428	0	none
Gm40117	0	H3K4me3
Gm42603	0.0127577	H3K27me3
Gm42647	0	none
Gm43099	0.0889378	none
Rpl21-ps10	3.66647	none
Gm7824	0	H3K27me3
AY036118	0	none
Gm43474	0.0673762	H3K4me3
Igkv11-114	0	none
Gm8924	0	none
Mir669a-10	0	none
Gm43719	0.405472	none
Gm44500	0	none
Gm43759	0.0455084	none
Igkv13-57-1	0	none
Gm42718	0	none
Gm44384	0	H3K27me3
Mir327	0	none
Gm42429	0	none
Gm42551	0	none
Gm20239	0	H3K27me3
Gm36535	0	none
Gm43148	0	none
Gm42515	0.0238324	none
Mir1191b	0	none
Trav12-4	0	H3K27me3
Mir7234	0	H3K27me3
Gm43339	0.328369	none
Gm43396	0	none
9230114J08Rik	0	none
Gm43104	0	none
Gm29681	0.104246	H3K27me3
Rpl36a-ps2	1.67102	H3K27me3
BB187690	0	H3K27me3
Gm8458	0	none
Gm43401	0	Bivalent
Gm42684	0	none
Trav7d-5	0	none
Gm43115	0	none
Gm42672	1.13191	none
Gm6057	0	none
Gm43471	0	none
Gm47305	0	none
Mir1843b	0	none
Gm22897	0	H3K27me3
Gm42949	0	H3K27me3
Gm3716	0.125564	none
Gm43618	0	Bivalent
Gm42807	0	H3K27me3
Gm42431	0	none
Gm43247	0	H3K27me3
Gm36259	0	H3K4me3
Gm7285	0.306914	H3K4me3
Gm44318	0	none
Gtpbp4-ps7	0	none
Gm44488	0	none
Gm43768	0.0607988	none
Gm47310	0	none
Gm44364	0	H3K4me3
Gm42553	0	none
Gm43650	0	none
Gm43205	0.0775502	none
Gm44374	0	none
5830411K02Rik	0	Bivalent
Gm6089	0.132678	none
Gm36814	0	none
Gm44304	0	none
Gm43469	0	none
1700021F02Rik	0	H3K27me3
Gm31678	0	none
Mir3068	0	none
Gm43692	0.610718	none
Gm43301	0.040657	none
Gm42640	0.156578	H3K27me3
Gm43218	0	none
Gm44486	0	none
Gm43359	0.270328	none
Gm44355	0	H3K27me3
Gm43212	0	none
Gm42450	0	H3K27me3
Mir7094-1	0	none
A230098N10Rik	0	H3K27me3
Gm31693	0	none
Gm8041	0	none
Gm42614	0.126755	none
Gm43837	0	none
Gm10727	0.0631852	H3K27me3
Gm42972	0.303483	none
Gm42605	0	none
Gm43653	0.235687	H3K4me3
Gm25820	0	none
Gm43379	0.320194	none
Gm22813	0	none
Gm43220	0	none
Gm5276	0.0264569	none
Gm43702	0.0218387	none
Gm43830	0.172853	none
Gm44499	0	none
Gm43745	0.0157189	none
Gm43200	0.056231	none
Mir3074-2	0	none
4930449I04Rik	0.122708	H3K4me3
Gm42671	0.231355	H3K4me3
Gm4742	0.128109	none
Igkv4-77	0	none
Igkv2-113	0	none
Rpl18a-ps2	0	none
Gm44325	0	H3K4me3
Gm42998	0.0225374	none
Trav5n-3	0	none
Mir6906	0	none
A930036I15Rik	0.775313	none
Gm42589	0.517464	none
A430073D23Rik	0	H3K4me3
Gm43024	0.0253171	none
Mark1-ps1	0	none
Selenok-ps7	0	none
4930431L21Rik	0	H3K27me3
Gm35439	0	none
Gm47307	0	none
Gm43285	0.00892284	none
Gm43132	0	none
Igkv13-78-1	0	none
6430500D05Rik	0.0730832	H3K27me3
Gm42596	0.0297187	H3K4me3
4930553I04Rik	0	H3K27me3
Gm42775	0	H3K4me3
Gm42447	0.186687	none
Gm3372	0	none
Gm43324	0	none
Gm44396	0	none
Gm38562	0.0260808	H3K4me3
4933438B17Rik	0	none
Gm42844	0	none
Gm2505	0	none
Gm43551	0	none
Gm44310	0	none
Gm42995	0.134426	none
Mir7004	0	none
Mir191	0	none
Gm42677	0	H3K27me3
Igkv3-11	0	none
Gm42591	0.349893	none
5330426L24Rik	0	none
Gm42536	0.0374759	none
Gm42982	0	none
Gbp5	0.00868436	H3K27me3
Obox4-ps7	0	none
Gm43743	0.0630431	none
Gm43853	0	none
Gm32921	0	H3K27me3
C130013H08Rik	0.166908	H3K4me3
Gm43815	0.0631939	none
Gm33758	0	none
Gm43714	0.0232937	H3K4me3
Gm44409	0	none
Gm42913	0.226646	none
Gm42454	0	none
Gm36823	0.0525834	none
Gm42436	0.0419174	none
Gm42674	0	none
E430021H15Rik	0.0412112	none
Gm42837	0.00886979	none
Gm35702	0	none
Gm15235	0	H3K27me3
Gm43193	0	none
Mir3065	0	none
Gm42976	0	none
Gm43490	0.190602	none
4933424H11Rik	0	none
Gm43519	0.0538854	Bivalent
Gm9480	0.0564159	none
Gm43829	0.196959	none
4930458A03Rik	0	H3K27me3
Gm5279	0	H3K27me3
Trav7d-2	0	none
Gm42435	0.0244979	H3K27me3
Gm43077	0	H3K4me3
Gm4959	0.395139	none
Gm47292	0	none
