gene	FPKM	bivalency_status
Nefl	82.9661	H3K27me3
Adam7	0.0817532	none
Adamdec1	0	none
Nkx3-1	0.193625	Bivalent
Pibf1	2.15432	H3K4me3
Entpd4b	4.01853	none
Bora	0.356538	H3K4me3
Tnfrsf10b	0.179969	Bivalent
Rhobtb2	35.0648	H3K4me3
Klhl1	0.800079	Bivalent
Pebp4	0.0345096	none
Bin3	0.562708	H3K4me3
Pdlim2	0.24712	H3K27me3
Sorbs3	0.0950559	H3K27me3
Ppp3cc	2.52093	H3K4me3
Slc39a14	6.0799	H3K4me3
Fam160b2	12.6677	H3K4me3
Hr	3.38578	H3K27me3
Sftpc	0.133105	none
Bmp1	0.76759	H3K4me3
Dmtn	91.1804	Bivalent
Xpo7	14.065	H3K4me3
Fgf17	0.0383116	Bivalent
Dok2	0.0312284	H3K4me3
Gfra2	3.15477	H3K27me3
Rb1	3.71067	H3K4me3
Rcbtb2	1.95908	none
Itm2b	181.302	H3K4me3
Med4	15.7426	H3K4me3
Sucla2	26.958	Bivalent
Uchl3	2.34351	Bivalent
Gpc5	0.600263	Bivalent
Trim52	0	none
Spry2	16.8144	none
4930449E01Rik	0	H3K27me3
Rbm26	18.2292	H3K4me3
Rnf219	5.84722	H3K4me3
Ednrb	0.359297	Bivalent
Scel	0	H3K27me3
Fbxl3	25.1013	H3K4me3
Cln5	1.94691	H3K4me3
Acod1	0.0124451	H3K27me3
Dct	0.00810063	H3K27me3
Tgds	1.01999	Bivalent
Gpr180	2.37276	Bivalent
Cldn10	0.145588	H3K27me3
Dnajc3	3.43092	H3K4me3
Mbnl2	82.9281	none
Nipbl	9.35224	none
Nup155	1.63258	H3K4me3
Gdnf	0.466821	H3K27me3
Osmr	0.0402851	H3K27me3
Fyb	0.237324	H3K27me3
C9	0	H3K27me3
Dab2	0.426943	none
Ttc33	16.1736	H3K4me3
Mroh2b	0	none
Gzme	0	none
Mcpt8	0	none
Rab2b	7.61654	H3K4me3
Mettl3	13.0794	H3K4me3
Dad1	17.6951	H3K4me3
Lrp10	2.08021	H3K4me3
Rem2	24.8626	H3K4me3
Haus4	0.24821	Bivalent
Ajuba	0.0115838	Bivalent
4931414P19Rik	1.37239	none
Slc7a8	17.0015	H3K27me3
C6	0	none
Fbxo4	1.95553	H3K4me3
Acin1	84.6673	H3K4me3
Oxct1	42.1188	H3K4me3
Gm5546	0	H3K27me3
Drosha	27.2768	H3K4me3
Psmb5	30.3201	H3K4me3
Pabpn1	32.0413	none
6030458C11Rik	10.2924	H3K4me3
Pdzd2	38.729	H3K27me3
Slc22a17	137.134	H3K4me3
Golph3	10.4709	Bivalent
Zfr	141.726	none
Efs	0.421975	H3K27me3
Ngdn	2.90668	H3K4me3
Sub1	57.1675	H3K4me3
Npr3	0.082979	H3K27me3
Jph4	81.2462	none
Dhrs2	0	H3K27me3
Dhrs4	1.45639	H3K4me3
Carmil3	1.44943	H3K4me3
Cpne6	5.29759	Bivalent
Dcaf11	32.9131	H3K4me3
Fitm1	0	none
Psme1	7.21724	H3K4me3
Emc9	9.43684	H3K4me3
Tgm1	0	H3K27me3
Cideb	0.0424764	H3K27me3
Adcy4	0	H3K27me3
Ripk3	0	H3K27me3
Sdr39u1	26.964	Bivalent
Cma1	0	H3K27me3
Mcpt2	0	none
Mcpt1	0	none
Zscan26	10.0604	Bivalent
Atp12a	0	Bivalent
Sema5a	1.64267	H3K27me3
Cct5	73.0179	H3K4me3
Cmbl	0.358528	none
Ropn1l	0	H3K4me3
Ankrd33b	22.3987	H3K27me3
Ctnnd2	24.435	none
Tars	11.8598	Bivalent
Slc45a2	0.0355364	H3K27me3
Amacr	1.59848	H3K4me3
Skor1	0.0802519	H3K27me3
Rai14	0.858709	Bivalent
Brix1	7.94841	H3K4me3
Rad1	1.32945	H3K4me3
Ttc23l	0	none
Nadk2	3.21143	H3K27me3
Mtdh	68.9657	H3K4me3
Laptm4b	2.3183	Bivalent
Sdc2	10.863	H3K4me3
Dnah5	0.0214739	H3K27me3
Trio	27.2425	H3K27me3
Ank	12.8375	H3K4me3
March11	2.475	Bivalent
Retreg1	9.44061	H3K4me3
Myo10	4.61139	Bivalent
Rnf19a	9.31655	H3K4me3
Pabpc1	48.533	none
Ywhaz	950.979	none
Grhl2	0.115169	H3K27me3
4930447A16Rik	0	none
Rrm2b	11.7009	H3K4me3
Atp6v1c1	12.1951	H3K4me3
Baalc	3.46523	none
Fzd6	0.0263325	H3K27me3
Slc25a32	2.78665	H3K4me3
Dcaf13	2.19904	H3K4me3
Dcstamp	0	none
Dpys	0.0109503	Bivalent
Lrp12	20.0148	H3K4me3
Zfpm2	0.438212	H3K27me3
Oxr1	14.6274	none
Angpt1	0.208543	Bivalent
Csmd3	8.73527	none
Eif3h	30.9067	H3K4me3
Utp23	3.37314	H3K4me3
Rad21	31.5144	H3K4me3
Slc30a8	0	none
Cdh10	4.97325	H3K4me3
Shcbp1	0.39396	H3K4me3
Rida	10.661	H3K4me3
Matn2	2.29644	H3K4me3
Pop1	1.72329	H3K4me3
Stk3	4.86316	none
Osr2	0	H3K27me3
Khdrbs3	21.8834	H3K27me3
Zfat	1.11094	H3K4me3
Eif3e	23.844	H3K4me3
Emc2	3.39507	H3K4me3
Eny2	6.7293	H3K4me3
Ebag9	3.7939	H3K4me3
Sybu	25.8058	H3K4me3
Kcnv1	12.6815	H3K4me3
Myc	1.65141	none
A1bg	0	none
Washc5	6.16605	H3K4me3
Sqle	2.87204	H3K4me3
Mtss1	8.40407	none
Ndufb9	35.9427	H3K4me3
Klhl38	0.0685249	none
Fbxo32	9.76743	H3K4me3
Wdyhv1	1.38981	H3K4me3
Atad2	0.877432	Bivalent
Zhx1	28.4989	none
Gm29394	0.294018	none
Tbc1d31	0.329487	H3K4me3
Derl1	7.85719	H3K4me3
Slc22a22	0	H3K4me3
Has2	0.0114334	H3K27me3
Mtbp	0.42912	H3K4me3
Mrpl13	10.1747	H3K4me3
Col14a1	0.0828753	H3K27me3
Sla	0.435357	H3K27me3
Lrrc6	6.67704	H3K4me3
Adcy8	0.758173	H3K27me3
Asap1	31.9167	none
Fam49b	62.1335	H3K4me3
Wnt7b	0.607867	H3K27me3
Ppara	0.0223675	H3K27me3
Gtse1	0.0753536	H3K4me3
Trmu	1.98223	H3K4me3
Brd1	23.6553	H3K4me3
Ttll8	0	Bivalent
Tef	210.99	H3K4me3
Zc3h7b	18.8807	H3K4me3
Rangap1	56.007	H3K4me3
L3mbtl2	4.71874	H3K4me3
Rbx1	17.4751	H3K4me3
Xpnpep3	1.82997	H3K4me3
St13	99.9099	H3K4me3
Slc25a17	11.0024	H3K4me3
Adsl	3.7314	H3K4me3
Fam83f	0	H3K27me3
Mief1	4.02354	H3K4me3
Tab1	2.52307	Bivalent
Syngr1	36.7963	H3K4me3
Cacna1i	9.6729	H3K27me3
Deptor	1.70227	Bivalent
Dnal4	15.0931	none
Nptxr	48.9629	Bivalent
Dscc1	0.0271484	Bivalent
Enpp2	2.14302	Bivalent
Josd1	19.1693	none
Tomm22	4.35691	H3K4me3
Cby1	17.2773	H3K4me3
Dmc1	0.0839016	H3K27me3
Ribc2	0	Bivalent
Smc1b	0.00786207	Bivalent
Csnk1e	31.8499	Bivalent
Fam118a	4.09904	none
Upk3a	0	H3K27me3
Sh3bp1	0.802724	H3K4me3
Samm50	3.7168	H3K4me3
Parvb	0.686847	Bivalent
Parvg	0.022456	H3K27me3
C1qtnf6	0.0862198	H3K4me3
Efcab6	0.605434	Bivalent
Ttll1	23.1159	Bivalent
Myh9	22.461	H3K4me3
Cyp2d26	0	none
Adamts20	0.61485	Bivalent
Ndufa6	94.3763	H3K4me3
Twf1	9.76282	H3K4me3
Smdt1	8.84899	Bivalent
Naga	7.96584	Bivalent
Nell2	69.7635	H3K27me3
Wbp2nl	0.0249432	H3K27me3
Sept3	33.4463	none
Slc38a2	5.64701	H3K4me3
Srebf2	36.4133	H3K4me3
Slc38a4	0.171949	H3K27me3
Rpap3	9.25405	H3K4me3
Endou	0.0184443	none
Rapgef3	3.32035	none
Xrcc6	4.83546	none
Desi1	10.1287	none
Pmm1	31.8139	H3K4me3
Hdac7	0.822818	H3K27me3
Polr3h	22.1875	H3K4me3
Aco2	22.8015	H3K4me3
Vdr	0.0165198	H3K27me3
Col2a1	0.0170723	H3K27me3
Hoxc10	0	H3K27me3
Hoxc5	0	H3K27me3
Gtsf1	0	none
Nckap1l	0.318963	none
Pde1b	130.865	none
Ppp1r1a	38.4081	Bivalent
Glycam1	0	none
Shisa9	43.0439	H3K27me3
Tnfrsf17	0	none
Txndc11	4.45519	H3K4me3
Litaf	0.429865	H3K4me3
Prm1	0	H3K27me3
Nubp1	1.72173	Bivalent
Ciita	0.164539	H3K27me3
Emp2	0.255217	Bivalent
1810013L24Rik	18.7386	none
Bcl6	5.42049	H3K27me3
Trp63	0	none
Cldn1	0.09388	Bivalent
Il1rap	0.73282	H3K4me3
Anks3	4.93512	H3K4me3
Nudt16l1	9.10934	H3K4me3
Mgrn1	14.3894	H3K4me3
4930562C15Rik	0.156248	H3K27me3
Srl	1.53101	H3K4me3
Crebbp	75.3983	none
Fgf12	58.1782	H3K4me3
Plaat1	14.7613	Bivalent
Zfp251	10.5779	H3K4me3
Hes1	0.254318	H3K27me3
Zfp263	5.36046	H3K4me3
Atp13a3	11.7309	H3K27me3
Mefv	0	none
Glyr1	33.8608	H3K4me3
Tmem44	9.18436	H3K4me3
Lsg1	12.9489	Bivalent
Rogdi	30.3524	H3K4me3
Sept12	0	H3K27me3
4930451G09Rik	2.40847	H3K4me3
Eef2kmt	1.83896	H3K4me3
Ercc4	4.54528	H3K4me3
Gpt	0.195182	none
Apod	1.78133	none
Adck5	1.76451	Bivalent
Cyc1	6.42625	H3K4me3
Sharpin	11.2222	H3K4me3
Maf1	17.8038	H3K4me3
Hgh1	0.442653	H3K4me3
Dgat1	3.87499	H3K4me3
Hsf1	4.82028	H3K4me3
Bop1	8.1879	H3K4me3
Mroh1	1.7904	H3K4me3
Fbxl6	3.03329	H3K4me3
Slc52a2	0.815017	H3K4me3
Gpaa1	2.68906	none
Oplah	1.77476	H3K4me3
Grina	71.3998	H3K4me3
Plec	18.833	H3K27me3
Scrib	2.82707	H3K4me3
Tsta3	3.46696	H3K4me3
Pycrl	2.99567	H3K4me3
Naprt	0.205626	Bivalent
Gsdmd	0	Bivalent
Ly6h	67.2494	H3K27me3
Gpihbp1	0.0619682	none
Rhpn1	0.340931	Bivalent
Ly6g	0	none
Ly6f	0	none
Ly6c2	0	none
Ly6i	0	none
Ly6e	9.38441	H3K4me3
Cyp11b2	0	none
Gm9747	0.0380741	none
Lynx1	43.1685	H3K4me3
Lypd2	0	none
Slurp1	0.136529	none
Psca	0	none
Zbtb11	11.2614	H3K4me3
Arc	23.5879	none
Mroh4	0	none
Cep97	4.45726	H3K4me3
Ptk2	17.1709	H3K4me3
Mapk12	0.185565	H3K27me3
Miox	0	H3K27me3
Lmf2	1.72276	H3K4me3
Tymp	0.182187	H3K27me3
Chkb	2.54629	H3K4me3
Mapk8ip2	28.0348	H3K4me3
Arsa	2.89655	H3K4me3
Rabl2	4.66252	H3K4me3
Acr	0.157263	none
Shank3	59.1063	none
Kif21a	54.6335	H3K4me3
Yaf2	21.8836	H3K4me3
Zcrb1	39.5596	H3K4me3
Alcam	115.138	none
Cblb	2.33181	H3K4me3
Dubr	4.03299	H3K4me3
Bbx	20.9613	none
Retnlb	0	none
Retnlg	0.0640937	none
Morc1	0	none
Nectin3	1.68402	H3K27me3
Cd96	0	H3K27me3
Tagln3	78.6405	none
Gcsam	0	none
Cd200	19.2408	H3K4me3
Atg3	2.97968	H3K4me3
Slc35a5	7.21996	H3K4me3
Ccdc80	1.12086	H3K27me3
Cd200r1	0	H3K27me3
Gtpbp8	5.24026	Bivalent
Mzt2	4.05898	H3K4me3
Prkdc	0.625371	H3K4me3
Mcm4	3.74828	H3K4me3
Ube2v2	7.21904	H3K27me3
Snai2	0.0423581	Bivalent
Fopnl	5.45144	Bivalent
Nde1	0.126299	H3K27me3
Mpv17l	11.9586	H3K4me3
Pdxdc1	42.9048	H3K4me3
Ntan1	8.96144	H3K4me3
Rrn3	10.613	H3K4me3
Pla2g10	0.0316296	H3K27me3
Bfar	11.9137	H3K4me3
Parn	9.07406	H3K4me3
B3gnt5	0.0341391	Bivalent
Boc	0.18005	Bivalent
Sidt1	1.36981	Bivalent
Naa50	11.448	H3K4me3
Ccdc191	2.14488	H3K4me3
Hira	8.06303	none
Qtrt2	7.25106	none
Drd3	1.12562	Bivalent
Mrpl40	13.0974	none
Gbe1	1.48121	H3K4me3
Zbtb20	30.1365	H3K4me3
Usp7	42.8441	none
Pmm2	2.42291	H3K4me3
Tmem114	0.284774	Bivalent
Dgcr8	8.82704	H3K4me3
Trmt2a	4.6323	H3K4me3
Arl6	9.83951	H3K4me3
Crybg3	10.7485	Bivalent
Riox2	4.8644	H3K4me3
Gsc2	0.471671	H3K27me3
Cpox	6.87373	H3K4me3
Cldnd1	5.96533	H3K4me3
St3gal6	1.17836	Bivalent
Cmss1	0	Bivalent
Tbc1d23	9.22044	H3K4me3
Klhl22	18.9769	Bivalent
Nit2	2.70036	H3K4me3
Tomm70a	58.1557	Bivalent
Tmem30c	0.0750107	H3K27me3
Tmem45a	0.0120557	Bivalent
Adgrg7	0	H3K27me3
Slc7a4	20.7948	H3K27me3
Tfg	37.825	Bivalent
P2rx6	1.11109	H3K27me3
Lrrc74b	0	H3K27me3
Thap7	7.6669	H3K4me3
Lztr1	16.4051	H3K4me3
Ncam2	15.9342	H3K4me3
Aifm3	0.617827	H3K4me3
Snap29	4.76621	H3K4me3
Serpind1	0.1515	none
Ccdc116	0.773935	H3K4me3
Sdf2l1	4.2565	Bivalent
Dlg1	14.2448	Bivalent
Ppil2	19.0428	H3K4me3
Senp5	10.7463	H3K4me3
Ypel1	3.19883	H3K4me3
Ncbp2	8.04373	H3K4me3
Top3b	4.10628	H3K4me3
Meltf	0.0367672	none
Pak2	7.52398	H3K4me3
Spag6l	5.01156	H3K4me3
Wdr53	4.03956	H3K4me3
Fgd4	4.06319	Bivalent
Dnm1l	55.5463	H3K4me3
Igsf11	12.2228	none
Tnk2	34.1298	none
Yars2	3.15988	Bivalent
B4galt4	4.52247	H3K4me3
Tfrc	8.33738	H3K4me3
Tex55	0	none
Arhgap31	0.590871	Bivalent
Fyttd1	16.8998	H3K4me3
Lrch3	1.35507	H3K4me3
Lmln	4.19832	H3K4me3
Popdc2	0	H3K27me3
Maats1	0.417312	H3K4me3
Osbpl11	2.3534	H3K4me3
Snx4	9.58823	H3K4me3
Nr1i2	0.0210884	H3K27me3
Zfp148	32.9594	H3K4me3
Gsk3b	37.9078	none
Umps	3.27602	H3K4me3
Fstl1	4.40934	Bivalent
Itgb5	0.0993283	H3K27me3
Cyp2ab1	0	H3K4me3
Ndufb4	20.2714	H3K4me3
Hgd	0	none
Abcc5	37.6525	H3K4me3
Muc13	0	H3K27me3
Rabl3	1.78309	H3K4me3
Gtf2e1	7.47151	H3K4me3
Stxbp5l	20.3176	H3K4me3
Hcls1	0.0136745	none
Ropn1	0	H3K27me3
Ccdc14	0.500359	H3K4me3
Mylk	0.187301	Bivalent
Iqcb1	1.8048	Bivalent
Eaf2	0	H3K4me3
Adcy5	136.201	H3K27me3
Ap2m1	37.5154	H3K4me3
Ece2	2.442	Bivalent
Clcn2	3.31865	none
Pdia5	1.21947	H3K4me3
Thpo	0.145581	Bivalent
Slc49a4	11.2531	H3K4me3
Hspbap1	2.10834	H3K4me3
Ehhadh	1.61292	H3K4me3
Senp2	9.36466	H3K4me3
Tmem41a	5.95568	H3K4me3
Tmprss15	0.00669342	none
Tra2b	16.9015	H3K4me3
Chodl	0.115883	Bivalent
Dgkg	20.2719	H3K27me3
Btg3	11.0462	H3K4me3
D16Ertd472e	0.713457	H3K4me3
Cxadr	1.5677	Bivalent
Usp25	4.09547	H3K4me3
Ahsg	0	H3K27me3
Fetub	0	none
Kng1	0	none
Samsn1	0.0287801	none
Hrg	0	none
Adipoq	0	H3K27me3
Rfc4	0.531816	H3K4me3
Robo1	25.4153	H3K4me3
Eif4a2	91.5591	Bivalent
St6gal1	0.216051	H3K27me3
Prl2a1	0	none
Masp1	0.315331	Bivalent
Mrpl39	8.1287	Bivalent
Atp5j	110.487	none
App	499.315	none
Adamts1	0.421524	H3K27me3
Adamts5	0.107928	Bivalent
Ets2	32.8244	none
Dyrk1a	14.5335	none
Vps26c	3.28082	H3K4me3
Slc15a2	0.467887	H3K27me3
Ildr1	0	Bivalent
Cd86	0.0830739	none
Stfa2	0	none
Kpna1	21.2303	none
Parp9	0.12175	Bivalent
Arl13b	6.11181	H3K4me3
Pros1	0.0497827	Bivalent
Psmg1	3.76365	H3K4me3
Brwd1	28.1741	none
Krtap15	0	none
Grik1	1.68722	Bivalent
Fam3b	0	none
Pigp	6.26754	none
Ripply3	0	Bivalent
Chaf1b	0.0231362	Bivalent
Dop1b	10.9026	H3K4me3
Cbr3	9.45144	Bivalent
Setd4	1.39368	H3K4me3
Clic6	5.17072	H3K27me3
Rcan1	14.8631	H3K27me3
Runx1	0.273041	H3K27me3
Atp5o	56.5459	H3K4me3
Itsn1	34.9662	H3K4me3
Donson	2.46614	H3K4me3
Son	42.0168	H3K4me3
Gart	7.74608	H3K4me3
Tmem50b	14.0606	Bivalent
Ifngr2	2.5279	H3K4me3
Ifnar1	4.01456	H3K4me3
Il10rb	0.362692	H3K27me3
Ifnar2	4.20613	H3K4me3
Cfap298	23.14	H3K4me3
Synj1	211.666	H3K4me3
Paxbp1	12.6918	H3K4me3
Mis18a	0.981496	H3K4me3
Sod1	37.5854	H3K4me3
Scaf4	31.5294	H3K4me3
Krt75	0.0282506	H3K27me3
Zfp641	2.20857	H3K4me3
Lalba	0	none
Kansl2	7.57422	H3K4me3
4930415O20Rik	0	none
Adcy6	4.99056	H3K27me3
Enah	52.5649	H3K4me3
Wnt10b	0.112059	Bivalent
Wnt1	0.495804	H3K27me3
Lmbr1l	0.57716	H3K4me3
Dhh	0	H3K27me3
Tuba1b	25.5947	H3K4me3
Prpf40b	6.20104	Bivalent
Fmnl3	0.0966628	Bivalent
Nckap5l	6.72668	H3K4me3
Tmbim6	23.4726	H3K4me3
Faim2	68.1131	H3K4me3
Aqp2	0	H3K27me3
Racgap1	4.06349	Bivalent
Asic1	14.4147	H3K27me3
Smarcd1	22.1979	none
Gpd1	9.43713	none
Cox14	4.67156	H3K4me3
Cers5	3.39344	H3K4me3
Lima1	1.21807	H3K4me3
Larp4	8.7206	none
Dip2b	4.41324	H3K4me3
Atf1	3.24903	H3K4me3
Slc11a2	2.78178	H3K27me3
Cela1	0	H3K27me3
Slc4a8	4.51916	H3K4me3
Scn8a	43.5362	none
Nr4a1	12.4701	H3K4me3
Pcdhgc4	2.09861	none
Krt7	0	H3K27me3
Krt6b	0	H3K27me3
Krt18	0	Bivalent
Csad	4.98475	H3K4me3
Soat2	0	none
Igfbp6	6.07514	H3K27me3
Amhr2	0	none
Prr13	3.88334	Bivalent
Map3k12	13.3359	none
Tarbp2	0.757034	none
Npff	0.1594	none
Calcoco1	39.584	H3K4me3
Fabp2	0	none
Sncg	0.992038	none
Rttn	0.233089	Bivalent
Cdkn1a	2.17662	none
Nus1	13.1028	H3K4me3
Rgn	0.0297553	Bivalent
Cep89	3.22802	H3K4me3
Slc10a2	0	none
Mospd1	1.67753	H3K4me3
Akirin1	14.8382	H3K4me3
Cxcl13	0	none
Gtf2ird1	8.03605	H3K4me3
H2-M10.2	0	none
Lrrc71	0.0190007	H3K27me3
Noct	11.6416	H3K4me3
Abcc1	1.56165	H3K4me3
Ndufa5	77.415	H3K4me3
Fhl1	10.5635	H3K4me3
Pate12	0	none
Msrb2	3.25502	H3K4me3
Rfc2	2.28769	none
Denr	5.53878	H3K4me3
Prmt5	15.185	H3K4me3
Sympk	22.5563	Bivalent
Ldc1	0	H3K27me3
Sult1c2	0	none
Gzma	0	H3K27me3
Reg2	0	none
Nagpa	3.0294	H3K4me3
Wrb	18.1265	H3K4me3
Ivns1abp	22.1508	H3K4me3
Lrrc69	0	none
Tmem52	0	H3K27me3
Rpp14	12.4988	H3K4me3
Psg29	0	none
Ssxb2	0	none
Slc38a1	25.996	H3K27me3
Gps2	4.51207	H3K4me3
Bsg	102.81	H3K4me3
Cpn2	0	H3K27me3
Ceacam14	0	none
Vwa5a	0.236251	H3K27me3
P3h3	0.807188	none
Grm2	0.945086	H3K27me3
Il15ra	1.03964	Bivalent
Lcn9	0	none
Epb42	0.0269702	none
Serping1	0	Bivalent
Serinc2	0.03902	H3K27me3
Ccl25	1.7267	H3K4me3
Scg5	87.1939	H3K4me3
Kcnk5	0.00691802	Bivalent
Guca2a	0	none
Parp3	1.60818	H3K4me3
Cypt1	0	none
Slc26a6	0.308146	H3K4me3
Acy1	5.53081	none
9530002B09Rik	0	none
Frs3	2.32469	H3K4me3
Gabrr2	0	none
Creld2	1.53715	H3K4me3
Cd4	20.5336	none
Twf2	2.8607	H3K4me3
Bmp15	0	none
Zfp605	7.91444	H3K4me3
Ube2j2	10.5726	H3K4me3
Sva	0	none
March5	10.7736	none
Ache	20.6687	H3K27me3
Dtwd1	2.60295	H3K4me3
Gcm1	0	H3K27me3
Wfdc1	0.0637593	H3K27me3
Mx2	0	none
Poc1a	0.728764	H3K4me3
Trip6	0.0868579	H3K4me3
Clec4n	0	none
Phf8-ps	0	H3K27me3
Agap3	49.7454	none
Tmem176a	0.225411	H3K27me3
Kcnk16	0	H3K27me3
Dlx2	4.06947	H3K27me3
Slc17a9	0.0145405	Bivalent
Stk31	0	none
Nfatc4	0.014403	H3K27me3
Cela3b	0	none
Gnb3	0	none
Esx1	0	H3K27me3
Pisd	5.46879	H3K4me3
Tpi1	82.5077	H3K4me3
Rab12	67.9166	H3K4me3
Tulp2	0.0226897	none
Celsr3	4.31379	H3K27me3
Prph	0.0206747	Bivalent
Pcbp4	4.04149	none
Cdca3	0.0436848	H3K4me3
C1qtnf12	2.12706	H3K4me3
Ccndbp1	9.85214	H3K4me3
Ogfod2	2.96414	H3K4me3
Mrps23	5.14972	Bivalent
1700082M22Rik	0.0970614	H3K4me3
Rhebl1	0.58432	Bivalent
Sfi1	2.05096	none
Hes7	0.0308834	none
Pigx	4.94343	H3K4me3
Pisd-ps2	1.13549	H3K4me3
Tiam2	18.4329	Bivalent
Nox3	0	none
Synj2	2.63696	H3K4me3
Rsph3b	4.38164	H3K4me3
Rps6ka2	9.09714	H3K4me3
Prkn	1.66413	H3K4me3
Agpat4	3.61538	H3K4me3
Slc22a3	1.88429	Bivalent
Slc22a1	0	none
Igf2r	8.77346	H3K4me3
Acat2	5.26061	H3K4me3
Lnpep	17.036	H3K4me3
Chd1	5.30339	H3K4me3
Mpc1	5.52908	H3K4me3
Pde10a	286.538	H3K27me3
1700010I14Rik	0.858409	H3K4me3
Zfp54	0.120166	Bivalent
Phf10	13.4104	H3K4me3
Thbs2	0.142044	Bivalent
Smoc2	0.0285245	Bivalent
Zfp51	1.03186	Bivalent
Zscan10	0	Bivalent
Mmp25	0	Bivalent
Hcfc1r1	12.1518	H3K4me3
Tnfrsf12a	0.536054	H3K27me3
Cldn6	0	H3K27me3
Pkmyt1	1.44454	H3K4me3
Paqr4	13.4725	Bivalent
Flywch2	5.07303	H3K4me3
Slc25a27	6.39758	H3K4me3
Pla2g7	4.79586	H3K4me3
Mep1a	0.0177131	H3K27me3
Tnfrsf21	12.3528	Bivalent
Adgrf4	0.0578526	none
Cenpq	0.567945	H3K4me3
Mmut	3.75444	H3K4me3
Tbc1d5	9.31044	H3K4me3
Rhag	0	none
Satb1	4.25943	H3K27me3
Crisp2	0	none
Efhb	0.0574698	H3K4me3
Cdc5l	26.7583	none
Spats1	1.55817	H3K4me3
Aars2	1.21739	H3K4me3
Mrpl14	5.74705	H3K4me3
Sgo1	0.266555	Bivalent
Slc29a1	5.10265	H3K27me3
Sult1c1	0	none
Hsp90ab1	1345.77	H3K4me3
Slc5a7	5.04431	Bivalent
Nfkbie	0.110733	Bivalent
Tcte1	0.165389	Bivalent
Vegfa	11.9889	none
Gtpbp2	13.5192	H3K4me3
Polh	1.1394	H3K4me3
Clic5	0.0252576	Bivalent
Enpp5	101.677	H3K4me3
Enpp4	6.5348	H3K4me3
Cyp39a1	0.0514028	H3K4me3
Calcr	3.37178	Bivalent
Fbxl17	22.1011	H3K4me3
Rsph9	4.60537	H3K4me3
Mrps18a	6.05769	Bivalent
Crip3	0.205116	H3K27me3
Rrp36	7.56923	H3K4me3
Ptk7	2.60447	H3K4me3
Cnpy3	14.113	H3K4me3
Ubr2	12.7554	H3K4me3
Prph2	0	H3K27me3
Guca1b	0.0619492	H3K27me3
Taf8	3.93723	Bivalent
Guca1a	0	H3K27me3
Gm20517	0.534976	H3K4me3
Pgc	0	H3K27me3
Bysl	7.55229	H3K4me3
Tfeb	0.214383	Bivalent
Foxp4	9.43761	Bivalent
Trem2	0.305208	none
Treml1	0.0759039	none
Nfya	6.77527	H3K4me3
Tspo2	0	H3K27me3
Kif6	0.341111	H3K4me3
Brd4	73.6614	H3K4me3
Stk38	4.76534	H3K4me3
Ppil1	7.42641	H3K4me3
Cpne5	143.647	H3K27me3
Pi16	0.357081	H3K27me3
Mtch1	86.1502	H3K4me3
Fgd2	0.0820295	none
Pim1	0.876604	H3K27me3
Ccdc167	2.22421	H3K4me3
Cmtr1	4.85959	H3K4me3
Glo1	17.2768	none
Glp1r	0.628405	Bivalent
Tff2	0	H3K27me3
Tff3	0	H3K27me3
Abcg1	17.8339	none
Tff1	0	H3K27me3
Rsph1	2.21189	H3K4me3
Tmprss3	0	H3K27me3
Slc37a1	1.43668	H3K27me3
Wdr4	4.01477	H3K4me3
Ndufv3	13.2438	H3K4me3
Cbs	0.253992	Bivalent
Cryaa	0	H3K4me3
Sik1	4.32171	H3K4me3
Arhgap28	0.100475	Bivalent
Epb41l3	73.8022	H3K27me3
Akap8	16.5504	H3K4me3
Myl12a	4.16462	H3K4me3
Myom1	0.178812	H3K4me3
Wiz	9.23204	Bivalent
Lpin2	9.25059	H3K27me3
Emilin2	0.186615	Bivalent
Smchd1	10.3392	H3K4me3
Cyp4f13	0.49319	H3K4me3
Ndc80	0.12676	H3K4me3
Clip4	23.4611	none
Lbh	2.08534	H3K4me3
Galnt14	3.86149	Bivalent
Ehd3	23.3012	H3K4me3
Xdh	0.0694431	H3K27me3
Dpy30	12.9815	none
Spast	5.09673	H3K4me3
Slc30a6	1.7478	H3K4me3
Prkd3	0.537805	Bivalent
Yipf4	14.9547	Bivalent
Birc6	19.7508	H3K4me3
Crim1	5.75919	none
Vit	0.115223	H3K27me3
Strn	113.179	none
Ttc27	3.18592	Bivalent
Eif2ak2	0.3212	Bivalent
Cebpz	37.8101	H3K4me3
Ndufaf7	5.18486	H3K4me3
Pja2	225.362	H3K4me3
Qpct	2.85128	H3K4me3
Man2a1	1.67489	none
Cyp1b1	0.013077	Bivalent
4930583I09Rik	0	H3K27me3
Vapa	28.5917	none
Hnrnpll	15.2111	H3K4me3
Ralbp1	31.1349	H3K4me3
Srsf7	21.7657	H3K4me3
Twsg1	6.77289	H3K4me3
Ndufv2	65.9638	H3K4me3
Washc1	3.47049	H3K4me3
Washc2	6.34974	H3K4me3
Themis3	0	H3K27me3
Lhcgr	0.00910686	H3K4me3
Nrxn1	151.815	none
Cacna1h	9.34348	H3K27me3
Prss41	0.114761	H3K27me3
Prss21	0	H3K27me3
Tedc2	1.44954	H3K4me3
Lrpprc	20.0894	H3K4me3
Atp6v0c	84.7187	H3K4me3
Pdpk1	55.5388	H3K4me3
Prss30	0.0575801	H3K27me3
