gene	FPKM	bivalency_status
Gm13314	0.231491	none
Gm14065	0	none
Gm13880	0	none
Gm11913	0	none
Gm15224	0	none
Gm14497	0.476271	none
Gm13714	0	none
Olfr1397-ps1	0.113718	none
Gm15000	0	none
Gm15012	0	none
Gm14509	0	none
Gm11964	0.969385	H3K27me3
Gm15936	0	none
Gm15766	0.14622	H3K27me3
Gm14627	0	none
Gm11943	0	none
Gm11855	0.572012	none
Gm15077	0	none
Gm12704	0	none
Gm14797	0	none
Gm5944	0	none
Gm14628	0	none
Gm13929	0	none
Olfr626-ps1	0	none
Nlk-ps1	0	none
Psmb7-ps2	0.0447377	none
Gm11512	0	none
AU015836	0	none
Gm12797	0	none
Gm12846	0.0843989	none
Olfr997-ps1	0	none
Gm11760	0	none
Rps24-ps3	0.436966	none
Gm12461	0	none
Gm15427	4.94327	none
Gm6305	0	none
Mup-ps17	0	none
Gm12025	0	none
Gm6987	0	none
Gm13998	0	none
Olfr1017-ps1	0	none
Hist2h3c2	0.281024	H3K4me3
Gm11945	0	none
Gm11318	0	none
Gm14712	0	none
Gm13640	0	none
Gm11825	0	none
Gm6071	0	none
Gm13576	0	none
Gm12817	0	none
Gm12912	0	none
Gm12804	0.0669728	none
Gm13928	0	none
Gm13181	0	none
Gm9836	0	none
Gm14977	0	none
Gm13758	0	none
Rpsa-ps4	0.912983	H3K27me3
Gm13899	0	none
Gm12568	0.778246	none
Gm13059	0	none
Vmn1r-ps102	0	none
Gm14856	0	none
Gm14937	0	none
Gm6079	0	none
Gm5638	0	none
Gm13463	0	none
Gm9506	0	none
Rps15a-ps7	1.22036	none
Gm11679	0	none
Gm14624	0	none
Gm14128	0	H3K27me3
Gm12565	3.18838	none
Rpl19-ps11	9.34066	none
Gm14946	0	none
Gm12691	0.350266	H3K27me3
Gm12135	0	none
Gm12220	0	none
Gm5270	0	none
Gm14630	0	none
Gm12024	0	H3K27me3
Rps12-ps26	0	none
Gm15989	0.0970766	none
Gm7155	0	none
Gm12235	0	none
Gm4234	0	none
Gm12745	0	none
Gm5913	3.13924	none
Gm12140	0	none
Gm7308	30.4566	none
Gm15390	0	none
Gm15913	0	none
Gm13329	0	none
Gm11233	0	none
Gm6758	0.0953828	none
Gm14601	0	Bivalent
Gm12458	0	none
Gm12791	0.222412	none
Gm13678	0	none
Gm14906	0	none
Rpl26-ps5	0	none
Gm15784	0.446889	none
Gm12677	0	none
Gm13328	3.27337	none
Gm14605	0	none
Gm8217	0	none
Gm14833	0	none
Gm13744	0	none
Rhox11-ps2	0	none
Gm14913	0	none
Gm14800	0	none
Gm12990	0.345758	none
BC022960	0.660806	none
Gm12834	0	none
Gm13333	0	none
Gm11501	0	H3K27me3
Gm15497	0.426937	none
Gm15823	0.0715903	none
Vmn2r-ps2	0	none
Gm14585	0	none
Gm6207	0	none
Gm6024	0	none
Gm11891	0	none
Gm12684	0	none
Gm11448	0.358297	none
Gm12430	0.893823	H3K27me3
Gm11401	0	none
Defa-ps13	0	none
Gm12771	0	none
Gm14425	0.193534	none
Gm13552	0	none
Gm13521	0	none
Gm6023	0	none
Gm14897	0	none
Gm12783	0	none
Olfr400-ps1	0	none
Defa-ps12	0	none
Gm8722	0.187142	none
Gm11783	0	none
Gm12819	0	none
Gm8880	0.806156	none
Gm13730	0	none
Gm12551	0	none
Gm12922	0.0390032	none
Gm7485	0	none
Gm12849	0	none
Gm13500	0	none
Gm13439	0	none
Gm5793	0	none
H3f3a-ps2	0	H3K27me3
Gm12509	0	none
Gm13136	0.322506	none
Gm7212	0	none
Gm13353	0	none
Gm14935	0.019142	none
Gm12449	0	none
Gm12685	0	none
Gm4852	0.665064	none
Gm12578	0	H3K27me3
3110067C02Rik	0.119556	none
Gm14621	0	none
Hspd1-ps4	0	none
Gm11271	0	none
Gm8424	0	none
Rhox2-ps	0	none
Gm13858	0	none
Gm15076	0.103435	none
Gm16407	0	none
Gm15615	0	none
Smt3h2-ps4	0	H3K27me3
Gm13220	0	none
Gm5940	0.0657533	none
Gm11935	0	none
Gm13775	0	none
Gm11400	0.134615	none
Gm14890	0	none
Gm12933	0	none
Gm14886	0	none
Gm6964	0	none
Rpl35a-ps2	0	none
Gm11446	0	none
Gm6744	0	none
Gm15268	0	none
Gm4297	0	none
Bambi-ps1	0	Bivalent
Gm14542	0	none
Gm14760	0.178711	none
Gm15173	0	none
Gm12247	0	none
Gm2066	0	none
Cyp2j12	0.0934711	H3K27me3
Gm8802	0	none
Gm13082	0.0769711	none
Gm16089	2.05802	none
Lamr1-ps1	0	none
Gm9097	0	none
Tcp1-ps1	0	none
Gm14373	2.39806	none
Gm12857	0	none
Olfr1120	0	none
Gm14788	0	none
Gm13574	0	none
Gm11385	0	none
Gm15836	0.0400617	none
Gm11836	0	none
Gm16511	0	none
Gm15719	0	none
Gm14037	0	none
Gm13529	0	none
Gm6587	0	none
Gm13787	0	none
Gm11517	0.58029	none
Gm15554	0	none
Gm12164	0	none
Gm16032	0	none
Gm8501	0	none
Gm12112	0	H3K27me3
Gm5380	0.0176653	none
Gm15791	0	none
Gm13607	0.0703482	none
Gm14013	0	none
Gm6893	0	none
Gm13149	0	none
Gm15370	0	none
Gm12261	0	none
Gm14859	0	none
Gm14021	0.374512	none
Gm11282	0.0463436	none
Gm14909	0	none
Gm14659	0	none
Gm11653	0.410117	none
Gm14883	0	none
Gm13509	7.87248	none
Gm15896	0	none
Gm15727	0	none
Gm13875	0	none
Gm13132	0.118997	none
Gm15285	0	none
Gm13186	0	none
Vmn1r-ps2	0	none
Gm9516	0	none
Gm6274	0.29975	none
Gm13836	0	none
Vmn1r-ps104	0	none
Gm13673	0	H3K27me3
Gm18859	0	none
Gm14995	0	none
Olfr333-ps1	0	H3K27me3
Gm11386	0	none
Gm14857	0.0158432	none
Gm12520	0	none
Gm15018	0	none
Gm11673	0	none
Gm6275	0	none
Gm12203	0	none
Gm12209	0	none
Gm14622	0	none
Gm13603	0	none
Gm14587	0.075398	none
Gm15951	0	none
Gm12020	0	H3K27me3
Gm16011	0.0535821	H3K27me3
Gm11509	0	none
Gm12879	0	none
Gm15266	0	none
Gm13627	0.11136	none
Gm14480	0	none
Gm12397	0.0666528	none
Gm14054	0	none
Gm14520	0	none
Gm14213	0	none
Gm14132	0.0336503	none
Olfr621-ps1	0	none
Gm16205	0	none
Gm12757	0	none
Rpl36-ps1	0	none
Gm12936	0.277803	none
Gm15034	0	none
Gm15304	0	none
Rpl7l1-ps1	0	none
Gm14550	0	none
Gm12599	0.147805	none
Gm14417	0	none
Gm11819	0	H3K27me3
Gm12492	0	H3K27me3
Gm13013	0	none
Gm15151	0	none
Gm12664	0.0482138	none
Gm12307	0	none
Vmn1r-ps94	0	none
Gm15786	0	none
Gm15073	0	none
Gm16044	0.109897	H3K4me3
Gm12275	0.741461	none
Gm14891	0	none
Gm11434	0.0583396	none
Gm16071	0	none
Gm14303	0	H3K27me3
Olfr1159-ps1	0	none
Gm12030	0	none
Gm13878	0	none
Gm15041	0	H3K27me3
Gm5388	0	none
Gm12389	0	none
Gm13818	0.0986885	none
Gm14894	0	none
Gm15264	0	none
Xlr4e-ps	0	none
Gm14746	0.0532168	none
Cox20b	1.1708	none
Gm11718	0	H3K4me3
Gm11813	0	none
Cyp2j7	0	none
Gm11500	0	H3K27me3
Gm8595	0	none
Gm15031	0	none
Gm13265	0	H3K27me3
Gm11896	0.156984	none
Gm9105	0.413579	none
Gm16171	0	none
Gm16436	0	none
Gm15011	0	none
Gm14686	0.194882	none
Gm11694	0	H3K4me3
Gm12877	0	none
Rps13-ps4	0	H3K4me3
Gm14771	0	none
Gm5752	0	none
Rpl18-ps1	0.712473	none
Gm5742	0	none
Gm12752	0	none
Gm15160	0.0812932	none
Gm11801	0	none
Gm13368	0	none
Gm14538	0	none
Gm11765	0	H3K27me3
Gm11668	0	none
Gm13215	0.215591	H3K27me3
Gm14879	0	none
Gm15132	0	none
Gm14815	0	none
Gm7657	0	none
Gm14921	0	none
Gm13680	1.87325	none
Gm15455	0.696339	none
Gm15694	0	none
Gm13142	0.0760813	H3K4me3
Rps6-ps4	9.58112	H3K27me3
Gm14568	0	none
Gm15047	0	none
Gm8215	0	none
Gm6797	0	none
Gm15403	0	none
Uqcrh-ps2	0	none
Gm3943	0	none
Gm15176	0	none
Gm14383	0	none
Gm15603	0	H3K27me3
Gm14830	0.281471	none
Gm13445	0	none
Gm14282	0.472232	none
Gm12882	0	none
Gm14774	0.74882	none
Gm12382	0	H3K27me3
Tpt1-ps2	0	none
Rps27-ps1	0	none
Gm15483	0.218143	none
Gm12593	0	none
Serpinb1-ps1	0	none
Gm14165	0	none
Gm11403	0	none
Gm5912	0.201293	none
Gm12402	0	H3K4me3
Gm11254	0	none
Gm7840	0	none
Gm12464	0	none
Gm6161	0.130712	none
Gm14682	0	none
Gm3880	0	none
Gm15803	0	none
Rpl23a-ps4	0	none
Gm13870	0	none
Gm11432	0	none
Gm11700	0	none
Gm12734	0.140289	none
Gm14761	0	none
Gm6767	0.447758	none
Hmgb1-ps3	1.24642	none
Gm7781	0.105533	none
Gm13488	0	H3K27me3
Gm14796	0	none
Llph-ps1	1.6676	none
Gm13168	0.442223	none
Rpl30-ps11	0	none
Gm15049	0	none
Gm14732	0	none
Gm12884	0	none
Gm14912	0	none
Gm13337	0	none
Vmn1r-ps95	0	none
Gm14131	0	none
Gm14735	0	none
Gm4853	0	none
Gm12855	0	none
Gm14558	0	none
Itpa-ps1	4.34034	none
Gm7916	0	none
AA623943	0	none
Gm13608	0.0697535	none
Gm14293	0	none
Gm12445	0	H3K27me3
Gm13492	0	none
Gm12338	0	none
Gm14452	0	none
Gm13689	0.165182	none
Gm15368	0	none
Gm11830	0	none
Gm12778	0	none
Gm9311	0.0481753	none
Gm14130	0.0730409	none
Vmn1r-ps108	0	H3K27me3
Gm13428	0	H3K4me3
Gm15560	0	none
Olfr407-ps1	0	none
Gm12517	0.143536	none
Gm15233	0	none
Gm13286	0	H3K4me3
Gm5646	0	none
Gm12508	0	none
Gm8644	0	none
Amy2-ps1	0	none
Gm14993	0	none
Gm12654	0	none
Gm12768	0	none
Gm11475	0	none
Gm15821	0	H3K27me3
Gm11623	0	none
Gm14673	0	none
Gm12311	0	H3K27me3
Gm12470	0.163452	none
Gm16204	0.028072	none
Gm13331	0.83135	none
Gm16200	0.408127	none
Gm13170	0	none
Gm13058	0	none
Gm11658	0	none
Gm13325	0	none
Gm7219	0	none
Gm12924	0	none
Gm14884	0	none
Gm12646	0	none
Vmn1r-ps113	0	none
Gm15781	0	none
Gm15111	0	none
Slc48a1	10.0209	none
Gm15193	0	none
Gm37832	0	none
Rps13-ps8	0	none
Gm11990	0	none
Gm12538	0.121467	none
Gm13940	0.277803	none
Gm12512	0	H3K27me3
Gm12733	0	none
Gm13077	0.101896	H3K27me3
Gm14927	0	none
Gm11553	0	none
Gm11692	0	none
Gm15877	0	none
Gm14654	0	none
Gm12328	0	none
Ccdc50-ps	1.76245	none
Gm6427	0	none
Gm15778	0	none
Gm5697	0.0122045	none
Gm12411	0.218658	none
Gm9218	0	none
Gm12425	0	none
Gm11575	0	none
Gm12635	0	none
Gm13717	0.164334	none
Rps12-ps5	0	none
Gm13756	0	none
Gm14838	0	none
Gm15032	0	none
Gm12490	0	none
Gm12192	0.194327	none
Gm12125	0	none
Gm14138	0.233499	none
Gm15164	0	none
Gm14429	0	none
Gm12090	0	none
Gm11279	0	H3K27me3
Gm13455	0	none
Gm12611	0	none
Gm11909	0	none
Gm14129	0	none
Gm14769	1.04955	none
Gm12716	0	none
Gm12926	0.86108	none
Gm11544	0	none
Gm14926	0	none
Gm11661	0	none
Gm14353	0	none
Gm14413	0	none
Gm13440	0	none
Gm11936	0	H3K4me3
Gm11841	0.115405	none
Gm15467	0	none
Gm13036	0	none
Gm15968	0	none
Gm14506	0	none
Gm8312	0	none
Gm14390	0	none
Gm12286	0.786853	none
Gm13065	0	none
Gm15369	0	none
Gm14681	6.67172	none
Gm11518	8.87153	none
Gm15953	0.0585445	none
Gm9059	0	none
Gm15294	0	none
Gm16210	0	none
Gm12939	0	none
Gm13733	0	none
Gm13651	0.240017	none
Xlr5e-ps	0	none
Gm12109	0	none
Gm9436	0	none
Gm12539	0.0928242	none
Gm14247	0	none
Rps13-ps7	0	none
5033423K11Rik	0	none
Gm13351	0.135332	none
Gm14633	0.000146449	none
Gm12793	0	none
Gm5937	0.0624732	none
Gm8809	0	H3K27me3
Gm6912	0	none
Rps12-ps7	0	none
Gm14369	0	none
Gm13158	0.0564962	none
Gm14804	0	none
Eif3s6-ps1	0	H3K27me3
Gm11498	0	none
Gm12005	0	none
Gm11443	0	none
Gm8522	0	none
Gm15071	0	none
Gm15901	0	none
Gm14594	0	none
Gm14973	0	none
Rplp0-ps1	0	H3K27me3
Gm9439	0	none
Gm13532	3.32611	none
Gm11605	3.49401	none
Gm15060	0	none
Gm13022	0	none
Gm13423	0.896976	none
Olfr213	0	none
Gm16181	0.169638	none
Gm15530	0.34657	none
Gm14283	0	none
Gm11354	0	none
Gm5383	0	none
Gm11246	0	none
Gm15466	0	none
Gm12077	0	none
Gm14917	0	none
Gm11787	0	none
Gm14450	0	none
Gm14098	0	none
Gm11207	0	none
Gm15544	0	none
Gm15922	0	none
Gm11677	0.442449	none
Gm12883	0	none
Gm7869	0	none
Npm3-ps1	0	none
Gm15697	0.152064	none
Gm13167	0	none
Gm13000	0	none
Gm14794	0	none
Gm6184	0	none
Gm12712	0.0956162	none
Gm11643	0	none
Mdk-ps1	0	none
Gm12959	0	none
Gm11874	0	none
Gm14473	0	none
Gm14868	0	none
Fzd10	0	H3K27me3
Rps2-ps13	0	none
Gm12647	0	none
Gm11774	0	none
Gm13996	0	none
Gm12499	0	none
Gm9166	0	none
Gm12317	0	none
Gm11965	0	none
Gm15971	0	none
Gm13297	0	none
Olfr660-ps1	0	none
Rpsa-ps5	0	none
Gm12717	0.0303056	none
Gm14714	0	none
Gm12329	0	none
Gm15213	0	none
Atp5k-ps2	0	none
Gm13890	0	none
Gm6285	0	none
Gm14603	0	none
Gm12582	0	none
Gm7927	0	none
Gm11343	0	none
Gm15022	0	none
Gm11785	0	none
Gm12096	0.12692	none
Gm12170	0	none
Gm12782	0	none
Rps11-ps3	0	none
Gm14839	0	none
Vmn1r-ps106	0	none
Gm8261	0.164878	none
Gm13726	0	none
Gm12391	0	H3K27me3
Gm13882	0.09751	none
Gm11763	0	none
Gm15931	0	none
Olfr129	0	none
Gm14930	0	none
Hspa9-ps1	0	none
Gm13785	0.116009	none
Calr-ps	0	none
Gm15495	0	none
Gm12852	0.208394	none
Gm12740	0	none
Gm14530	0	none
Gm14971	0	none
Olfr359-ps1	0	none
Hmgb1-ps2	1.35243	none
Mdm4-ps	0.0154967	none
Gm14279	0	none
Gm14106	0	none
Gm9051	0	none
Gm4911	0	none
Gm5721	0	none
Gm15549	0	none
Gm13925	0	none
Rpl7a-ps9	0	none
Gm14870	0	none
Gm12241	0	none
Gm4995	0	none
Gm14251	0	none
Sms-ps	1.49123	none
Mup-ps23	0	none
Gm12291	0	none
Gm13798	0	none
Gm11460	0	none
Gm6298	0	none
Gm13738	0	none
Gm9435	0	none
Gm14677	0	none
2210409E12Rik	0	H3K27me3
Gm12067	0	none
Gm12755	0	none
Gm12216	0.173505	none
Rbpj-ps1	0	none
Gm15381	0.457699	none
Gm13131	0	none
Gm8302	0	none
Gm13866	0	none
Gm12420	0	H3K27me3
Gm14159	0	none
Gm6325	0	none
Gm21998	0	none
Gm14753	0	none
Gm15152	0.263611	none
Gm15599	0.04138	none
Gm13281	0	H3K27me3
Gm11897	0	none
Gm13991	1.63225	none
Gm5898	1.31984	none
Gm11893	5.52821	none
Gm12190	0	none
Anp32b-ps1	0.0495204	none
5730416F02Rik	0	none
Gm9005	0	none
Gm8662	0	none
Gm8152	0.0572477	none
Gm14071	0	none
Gm14200	0	none
Dnmt3l-ps1	0	none
Gm15282	0	none
Xlr5d-ps	0	none
Gm14335	0.377518	none
Gm14901	0	none
Gm14849	0	none
Gm15539	0.157511	none
Gm11878	0.261698	none
Gm12713	0	none
Gm4789	0	none
Gm12806	0	none
Gm14695	0	none
Gm15528	0.0852827	none
Gm13590	0	none
Gm12722	0.0951224	none
Gm12029	0	H3K27me3
Gm15158	0	none
Gm15626	0	none
Cyp4a28-ps	0	none
BC002163	2.30912	none
Gm15103	0	none
Gm11420	0	none
Gm15460	0	none
Gm13475	0	none
Gm7405	0	none
Gm6897	0	none
Gm13669	0.112663	H3K27me3
Gm13770	0	none
Gm11790	0	none
Olfr1180	0	none
Gm14649	0	none
Gm13038	0.106153	none
Gm13454	0	none
Gm15220	0	H3K27me3
Gm13444	0	none
Rap1a-ps2	0.0794024	none
Gm7851	0	none
Gm11241	0	none
Prkaca-ps1	0	none
Gm12142	0	none
Gm14925	0	none
Gm15847	0	H3K27me3
Gm13323	0	none
Gm12281	0	none
Gm13735	0	none
Gm11447	0.0458516	none
Rpl17-ps5	25.4956	none
Gm14580	0	none
Gm13624	0.209918	none
Gm14514	0	none
Olfr650-ps1	0.0108679	none
Gm11533	0.125462	none
Gm14441	0.231863	none
Gm12413	0	none
Gm12780	0	none
Olfr405-ps1	0	none
Gm15484	1.0671	none
Gm12401	0	none
Gm12039	0	none
Gm15002	0	none
Gm15141	0	none
Gm11488	2.03392	H3K27me3
Gm15572	0	none
Gm15197	0	none
Gm14983	0	none
Gm15223	0	none
Gm12644	0	H3K27me3
Gm8858	0	none
Gm13739	0	none
Gm11933	0	none
Gm5385	0	none
Gm14752	0	none
Gm14294	0	H3K27me3
Gm15574	0	none
Gm11821	0	H3K27me3
Gm13231	0.347892	none
Gm6175	0	none
Gm12097	0.624888	none
Spcs2-ps	0.0716001	none
Gm13188	0.0690428	none
Gm11243	0.176354	none
Gm14660	0	none
Gm8864	0	none
Gm13273	0	H3K27me3
Gm14212	0	none
Rpl17-ps10	12.1357	none
Gm5389	0	none
Gm15067	0	none
Gm5754	0	none
Gm14985	0	none
Gm15357	0	none
Gm11387	0	none
Gm13419	0	none
Gm11370	0	H3K27me3
Rpl9-ps1	0	none
Gm13731	0	H3K27me3
Olfr1147-ps1	0	none
Gm11341	0	H3K27me3
Gm15986	0	none
Mrps36-ps2	0.285994	none
Vmn1r-ps127	0	none
Gm11803	0	none
Vmn1r-ps109	0.0990535	none
Gm12899	0	none
Gm15209	0	none
Gm14613	0	none
Gm12399	0	none
Selenot-ps	0	none
Gm12858	0	none
Gm9062	0	none
Gm11191	0	none
Rpl31-ps22	0	none
Gm15536	0	H3K27me3
Gm15105	0	none
Rps11-ps2	0	none
Gm15211	0	none
Gm12331	0	none
Gm14767	0	none
Gm12193	0	none
Gm16186	0	none
Gm11244	1.46215	none
Gm14599	0	none
Gm15039	0	H3K27me3
Gm15399	0	none
Xlr3e-ps	0	none
Gm11218	0	none
Gm15149	0	none
Gm9078	0	none
Gm12276	2.39944	none
Olfr607	0	none
Gm11472	0	none
Gm14512	0	none
Olfr1191-ps1	0	none
Gm14392	0	none
Gm11600	0	none
Gm15352	0	none
Gm12178	0	H3K27me3
Gm12435	10.3207	none
Gm13626	0	H3K27me3
Olfr999-ps1	0	none
Ak3l2-ps	0	H3K27me3
Gm11594	0	none
Gm16480	0	none
Mageb17-ps	0	none
Olfr383-ps1	0	none
Gm12773	0	none
Gm11873	0.120327	none
Gm11620	0.560617	none
Gm13900	0	none
Gm14017	0.443404	none
Rpl23a-ps2	0.100442	none
Gm16471	0	none
Gm16057	0	H3K27me3
Gm14115	0	none
Gm16397	0.188508	none
Gm13600	0	none
Gm11960	2.06708	none
Gm12482	0.0803694	none
Gm14823	0	none
Gm14895	0	none
Rps8-ps3	0	none
Gm13702	0	none
Sult2a-ps2	0	none
Dnajb3	1.50456	H3K4me3
Gng2-ps1	0	none
Gm14841	0	none
Gm12639	0	none
Gm15746	0	none
Gm13859	0	none
Gm13408	0.689694	none
Gm8475	0	none
Gm14517	0	none
Gm11719	0	none
Gm7153	0	none
Gm13245	0	H3K4me3
Gm13461	20.166	none
Gm12488	0	H3K27me3
Gm15607	0	none
Gm6568	0	none
Gm7189	0	none
Gm13649	0	none
Gm15206	0	none
Gm12390	0	none
Gm12954	0	none
Olfr1171-ps1	0	none
Gm15043	0	H3K27me3
Gm5257	0	none
Gm13216	0	none
Gm11371	0	none
Gm13452	0	none
Pgam1-ps2	22.8994	none
Gm11229	0	none
Gm6322	0	none
Gm15231	0	none
Gm14182	0	none
Gm14991	0	none
Gm12386	0	none
Gm14407	0.140871	none
Gm11794	0	none
Gm14359	0	none
Gm5764	0	none
Gm11416	0	none
Gm1826	0	none
H3f3c	0.297656	none
Gm13081	0	none
Gm8097	0.036839	none
Gm12271	0	none
Mageb10-ps	0	none
Rpl17-ps8	0.059475	none
Gm13724	0.116434	none
Vmn1r-ps116	0	none
Gm12071	0	none
Gm15653	0	none
Gm12046	0	none
Gm15923	0	none
Gm12848	0	none
Snrpert	2.76879	none
Gm11585	0.632867	none
Gm14464	0	none
Gm12948	0	none
Gm11481	0	H3K27me3
Gm12105	0.0478867	none
Gm16072	0	H3K27me3
Ywhaq-ps2	0	none
Gm11220	0	none
Psmb6-ps	0	none
Gm13745	0	none
Gm15789	0.072433	none
Gm11923	0	none
Gm15183	0	none
Gm15048	0	none
Gm12726	0	none
Ftl2-ps	0.132377	H3K27me3
Gm12993	0.522302	H3K4me3
Rpl5-ps2	0.203789	none
Mup-ps14	0	none
Gm13904	0.0389764	none
Gm2673	0	H3K27me3
Gm16242	0	none
Gm1866	0.411952	none
Pramel	0	none
Gm15785	0.163294	none
Gm13114	0	none
Gm12661	0	none
Gm8659	0	none
Olfr260-ps1	0	none
Gm12098	0.189192	none
Dnmt3c	0	none
Gm9246	0	none
Gm14358	0	none
Gm13230	0.0217583	none
Gm14728	0	none
Usp17le-ps	0	none
Gm6441	0	none
Gm12138	0.214778	H3K4me3
Gm15753	0.926562	none
Gm12431	0	none
Gm16481	0	none
Gm13922	0	none
Gm14665	0	none
Gm15928	0.37968	none
Gm11991	0	none
Gm13505	0	none
Gm14039	0	none
Gm15377	0	none
Gm12013	0	none
Glns-ps1	0.0258252	none
Slfn14	0	none
Gm15320	0	none
Gm15933	0	none
Mageb16-ps1	0	none
Gm16216	0.7802	none
Gm13777	0	none
Rpl19-ps12	1.38612	none
Gm11196	10.643	none
Gm12479	0	H3K27me3
Gm14445	0	none
Gm13915	0	none
Gm13489	0	none
Gm15490	0	none
Gm12188	0	none
Gm4994	0	none
Gm13862	0	none
Cyp2j14-ps	0	none
Gm15720	42.7332	none
Gm8199	0	none
Gm11809	0	none
Gm16149	0.2593	none
Gm14679	0	none
Gm14975	0	none
Gm13577	0	none
Gm11824	0	none
Gm14502	0	none
Gm15799	0.30235	none
Gm13541	0.268041	none
Gm15236	0	none
Gm14988	0	none
Gm15660	0	none
Gm11905	0	none
Gm16463	0	none
Gm13094	0	none
Gm11212	0	H3K27me3
Gm13518	0	none
Gm12864	0	none
Gm12788	0	none
Gm12312	0.0563233	none
Rpl23a-ps13	0	H3K27me3
Gm14570	0	none
Gm12266	0.232986	none
Gm13002	0	none
Gm11810	0	none
Gm13655	0	none
Gm16464	2.68851	H3K27me3
Gm7164	0	none
Gm12008	0	none
Gm12038	0	H3K27me3
Gm14116	0	none
Gm7910	0	none
Gm11578	0.733183	none
Gm11350	0	none
Gm14701	0	none
Gm14276	0.101106	none
Gm13360	0	none
Gm7091	0.201628	none
Gm14360	0	none
Gm14656	0	none
Gm12369	0.0639589	none
Gm8617	0	none
Rpl27-ps2	0	none
Gm14835	0	none
Mup-ps10	0	none
Gm14877	0	none
Gm14563	0	none
Gm13163	0	none
Gm16005	0	none
Gm11307	0	none
Gm11407	0.0335447	none
Gm12230	0	none
Gm12252	0	H3K27me3
Gm15994	0	none
Gm12428	3.45008	none
Gm12403	0.184483	none
Gm13670	0	H3K27me3
Gm2768	0	none
Gm4784	0.217353	none
Gm13641	0	none
Gm5166	0	none
Gm14719	0	none
Rpl5-ps1	0.041405	H3K27me3
Gm12444	0.245079	none
Gm13034	0.288344	none
Gm14231	0	none
Gm8577	0	none
Gm14504	0	none
Gm15763	0.125824	none
Gm12871	0	none
Gm4910	0	none
Gm15636	0	none
Gm7722	0	none
Gm7058	0	none
Gm12998	0	none
Gm15379	0.77563	none
Gm14382	0	none
Defa27	0	none
Gm15826	0	none
Gm12102	0.186361	none
Gm15009	0.601083	none
Gm14314	0	none
Olfr271-ps1	0	none
Gm1401	0	H3K4me3
Gm13602	0	H3K27me3
Gm12943	0	none
Gm14865	0	none
Gm15079	0	none
Gm13728	0	none
Gm715	1.48413	H3K4me3
Olfr1144-ps1	0	none
Gm8344	0	none
Nap1l2	83.829	H3K4me3
Gm6506	0	none
Gm16221	0	none
Gm13326	0	none
Gm11355	0	none
Olfr1172-ps1	0	none
Gm12383	0	none
Gm14234	0	none
Gm14380	0	none
Gng5-ps	0	none
Gm12443	0	none
Gm3810	0	none
Gm8503	0	none
Gm6292	0.164418	none
Gm13047	0	none
Gm16074	0.34282	none
Gm13161	0	H3K4me3
Gm12997	0	none
Gm12181	0	H3K27me3
Gm13438	0	none
Gm11204	0	none
Gm14639	0	none
Gm11922	0.0921183	none
Gm11822	0	none
Gm12287	0	none
Gm15289	0	none
Gm13808	0	none
Gm7429	0.577559	none
Gm14999	0	none
Gm14730	0.0328741	none
Gm11188	0	none
Gm12799	1.1244	none
Gm15547	0.234958	none
Gm12303	0	none
Gm12467	0	none
Vmn1r-ps120	0	none
Gm14676	0	none
Gm14375	0	none
Gm12217	0	none
Gm11675	0	none
Gm14026	0.731682	H3K27me3
Gm14854	0	none
Gm13885	0	none
Gm15807	0	none
Gm13471	0	none
Gm12870	0.118207	none
Gm5847	0	H3K27me3
Gm4886	0	none
Gm14472	0.302552	none
H3f3a-ps1	0	none
Gm14069	0	none
Pisd-ps1	0.506044	H3K4me3
Gm15333	0.381324	none
Gm14755	0	none
Gm15596	0	H3K27me3
Gm5762	0	none
Gm12250	0.022062	none
Gm12072	0	none
Gm12133	0	none
Gm11450	0	none
Rhox3d-ps	0	none
Gm14032	0	none
Gm12385	0	none
Gm13633	0	none
Gm11198	0.0990418	none
Gm2420	0.0292438	none
Gm11358	0	none
Gm13418	0	none
Gm15770	0	none
Gm12123	0.0877952	none
Gm12904	0	none
Gm14791	0	none
Gm11996	0	none
Gm11701	0	none
Gm13296	0	none
Gm16523	0.0350541	none
Vmn1r221	0	none
Gm14933	0	none
Gm14162	0	none
Gm8822	1.5808	none
Gm11877	0.0440978	none
Gm14253	1.61276	none
Gm9164	0	none
Gm15314	0	none
Gm14615	0	none
Gm12642	0	none
Gm14366	0	none
Gm13801	0	none
Gm13921	0	none
Gm14287	0	none
Ldha-ps	0	none
Gm13384	0	none
Gm11984	0	H3K27me3
Gm13244	0	none
Gm8401	0.0642268	none
Gm14723	0	none
Gm12327	0	none
Gm14028	0	none
Gm11321	0	none
Gm14143	0	none
Gm5395	0	none
Gm14404	0	none
4930415H17Rik	0	none
Gm13622	0	none
Gm6952	0	none
Gm15036	0	none
Gm12807	0	none
Gm14008	0	none
Gm11260	0	none
Gm13228	0	none
Vmn1r-ps1	0	none
Gm378	0	none
Gm15565	0	none
Gm13542	0	none
Gm14990	0	none
Gm11908	0	none
Gm8814	0	none
Btc	0.0895005	H3K27me3
Gm5187	0	none
Mup-ps18	0	none
Gm11955	0	none
Gm15754	0	none
Gm12363	0	none
Gm11225	0	H3K27me3
Gm14208	0	none
Gm12313	0	none
Gm3712	0	none
Gm4772	0	none
Gm13754	0	none
Gm12741	0	none
Gm14141	0.0575066	none
Gm14442	0	none
Gm14415	0.145348	none
Olfr408-ps1	0	none
Gm13884	0.0394805	none
