gene	FPKM	bivalency_status
Dpysl2	131.833	H3K4me3
Bnip3l	120.981	H3K4me3
Ppp2r2a	106.089	H3K4me3
Ebf2	0.0499683	H3K27me3
Nefm	180.543	H3K4me3
Nefl	116.848	H3K4me3
Adam7	0.216137	none
Adamdec1	0.0133047	none
Nkx3-1	0.186287	Bivalent
Pibf1	2.25231	H3K4me3
Entpd4b	4.27163	none
Bora	0.576505	H3K4me3
Tnfrsf10b	0.0816523	H3K27me3
Rhobtb2	30.1833	H3K4me3
Klhl1	0.59259	H3K4me3
Pebp4	0.0695563	none
Bin3	0.503738	H3K4me3
Pdlim2	0.274826	H3K27me3
Sorbs3	0.21329	H3K27me3
Ppp3cc	3.38746	H3K4me3
Slc39a14	6.5552	H3K4me3
Fam160b2	12.2267	H3K4me3
Hr	2.46365	none
Sftpc	0.372597	none
Bmp1	0.761897	H3K4me3
Dmtn	90.2644	H3K4me3
Xpo7	13.0796	H3K4me3
Fgf17	0.16942	H3K27me3
Dok2	0.32383	H3K4me3
Gfra2	5.19598	Bivalent
Rb1	3.77447	H3K4me3
Rcbtb2	1.45307	none
Itm2b	215.512	H3K4me3
Med4	15.5482	H3K4me3
Sucla2	21.7133	H3K4me3
Uchl3	2.52926	H3K4me3
Gpc5	0.505766	Bivalent
Trim52	0	none
Spry2	15.7676	H3K4me3
4930449E01Rik	0	H3K27me3
Rbm26	17.8296	H3K4me3
Rnf219	5.15545	H3K4me3
Ednrb	0.310446	Bivalent
Scel	0.0209627	H3K27me3
Fbxl3	25.1645	H3K4me3
Cln5	1.93544	H3K4me3
Acod1	0	H3K27me3
Dct	0.0264611	H3K27me3
Tgds	1.27044	H3K4me3
Gpr180	2.40965	H3K4me3
Cldn10	0.053276	H3K27me3
Dnajc3	3.78531	H3K4me3
Mbnl2	74.653	H3K4me3
Nipbl	8.07103	H3K4me3
Nup155	1.48667	H3K4me3
Gdnf	0.458578	Bivalent
Osmr	0.101942	H3K27me3
Fyb	0.0849341	H3K27me3
C9	0	none
Dab2	0.308565	H3K27me3
Ttc33	16.9873	H3K4me3
Mroh2b	0	none
Gzme	0	none
Mcpt8	0	none
Rab2b	7.91779	H3K4me3
Mettl3	12.1445	H3K4me3
Dad1	19.6151	H3K4me3
Lrp10	1.61372	H3K4me3
Rem2	24.4916	H3K4me3
Haus4	0.52546	H3K4me3
Ajuba	0.0304572	Bivalent
4931414P19Rik	1.43805	H3K4me3
Slc7a8	17.7196	H3K4me3
C6	0	none
Fbxo4	2.54961	H3K4me3
Acin1	76.2511	H3K4me3
Oxct1	41.5947	H3K4me3
Gm5546	0.0111029	none
Drosha	28.902	H3K4me3
Psmb5	26.4798	H3K4me3
Pabpn1	30.2042	none
6030458C11Rik	10.3622	H3K4me3
Pdzd2	42.5874	H3K4me3
Slc22a17	133.445	H3K4me3
Golph3	10.6072	H3K4me3
Zfr	147.878	H3K4me3
Efs	0.252581	Bivalent
Ngdn	2.26304	H3K4me3
Sub1	60.9474	H3K4me3
Npr3	0.315715	Bivalent
Jph4	78.1767	H3K4me3
Dhrs2	0	none
Dhrs4	2.41517	H3K4me3
Carmil3	2.09857	H3K4me3
Cpne6	5.11212	H3K4me3
Dcaf11	30.3394	H3K4me3
Fitm1	0	none
Psme1	8.6025	H3K4me3
Emc9	8.85953	H3K4me3
Tgm1	0	H3K27me3
Cideb	0.0329216	none
Adcy4	0.0283382	H3K27me3
Ripk3	0	H3K27me3
Sdr39u1	24.7266	H3K4me3
Cma1	0	H3K27me3
Mcpt2	0	none
Mcpt1	0	none
Zscan26	10.4658	H3K4me3
Atp12a	0	Bivalent
Sema5a	1.46688	Bivalent
Cct5	73.6837	H3K4me3
Cmbl	1.23589	none
Ropn1l	0.0428618	H3K4me3
Ankrd33b	21.1272	H3K4me3
Ctnnd2	24.6366	H3K4me3
Tars	13.0087	H3K4me3
Slc45a2	0.00849728	H3K27me3
Amacr	1.55221	H3K4me3
Skor1	0.034857	H3K27me3
Rai14	2.41597	Bivalent
Brix1	7.31152	H3K4me3
Rad1	1.16497	H3K4me3
Ttc23l	0	none
Nadk2	3.86905	H3K4me3
Mtdh	55.5705	H3K4me3
Laptm4b	3.03231	Bivalent
Sdc2	11.684	H3K4me3
Dnah5	0.0261575	H3K27me3
Trio	25.6045	H3K4me3
Ank	14.9884	H3K4me3
March11	1.82322	H3K4me3
Retreg1	9.95269	H3K4me3
Myo10	4.04304	Bivalent
Rnf19a	8.02587	H3K4me3
Pabpc1	48.1408	H3K4me3
Ywhaz	936.447	none
Grhl2	0.0931863	H3K27me3
4930447A16Rik	0	none
Rrm2b	10.4513	H3K4me3
Atp6v1c1	13.7649	H3K4me3
Baalc	7.2927	H3K27me3
Fzd6	0.156041	H3K27me3
Slc25a32	3.03466	H3K4me3
Dcaf13	2.62044	H3K4me3
Dcstamp	0.0136693	none
Dpys	0.13953	H3K27me3
Lrp12	18.3279	H3K4me3
Zfpm2	0.706783	Bivalent
Oxr1	30.0506	H3K4me3
Angpt1	0.413643	Bivalent
Csmd3	10.5581	Bivalent
Eif3h	29.9981	H3K4me3
Utp23	3.7462	H3K4me3
Rad21	29.9693	H3K4me3
Slc30a8	0	none
Cdh10	5.57494	H3K4me3
Shcbp1	0.286271	H3K4me3
Rida	11.3509	H3K4me3
Matn2	2.11808	Bivalent
Pop1	1.58668	H3K4me3
Stk3	5.77184	none
Osr2	0	H3K27me3
Khdrbs3	23.4298	H3K4me3
Zfat	1.13471	H3K4me3
Eif3e	23.7187	H3K4me3
Emc2	4.0374	H3K4me3
Eny2	5.95073	H3K4me3
Ebag9	2.77521	H3K4me3
Sybu	24.9643	H3K4me3
Kcnv1	15.0267	H3K4me3
Myc	2.07305	H3K4me3
A1bg	0	none
Washc5	6.23312	H3K4me3
Sqle	3.98453	H3K4me3
Mtss1	10.3501	H3K4me3
Ndufb9	33.8739	H3K4me3
Klhl38	0.141906	none
Fbxo32	10.1323	H3K4me3
Wdyhv1	1.49872	H3K4me3
Atad2	0.893835	H3K4me3
Zhx1	27.573	H3K4me3
Gm29394	0.214033	H3K4me3
Tbc1d31	0.21175	H3K4me3
Derl1	7.98503	H3K4me3
Slc22a22	0	none
Has2	0.0138068	H3K27me3
Mtbp	0.178208	H3K4me3
Mrpl13	9.31463	H3K4me3
Col14a1	0.10472	H3K27me3
Sla	1.67459	H3K27me3
Lrrc6	5.78515	H3K4me3
Adcy8	0.834455	Bivalent
Asap1	40.4306	H3K4me3
Fam49b	55.7976	H3K4me3
Wnt7b	1.1317	H3K27me3
Ppara	0.0383217	Bivalent
Gtse1	0.0392861	H3K4me3
Trmu	1.86052	H3K4me3
Brd1	23.2258	H3K4me3
Ttll8	0.0145078	H3K27me3
Tef	177.835	H3K4me3
Zc3h7b	20.196	H3K4me3
Rangap1	58.8802	H3K4me3
L3mbtl2	4.63318	H3K4me3
Rbx1	15.5164	H3K4me3
Xpnpep3	2.06237	H3K4me3
St13	88.8373	H3K4me3
Slc25a17	8.76725	H3K4me3
Adsl	4.13403	H3K4me3
Fam83f	0	none
Mief1	3.94637	H3K4me3
Tab1	2.0449	H3K4me3
Syngr1	42.5768	H3K4me3
Cacna1i	8.12648	H3K4me3
Deptor	1.90452	H3K4me3
Dnal4	14.2565	none
Nptxr	66.4479	H3K4me3
Dscc1	0.029611	H3K4me3
Enpp2	3.03411	Bivalent
Josd1	19.047	H3K4me3
Tomm22	5.76394	H3K4me3
Cby1	15.5343	H3K4me3
Dmc1	0.031025	none
Ribc2	0	none
Smc1b	0.00598598	none
Csnk1e	32.0691	H3K4me3
Fam118a	4.01527	none
Upk3a	0	none
Sh3bp1	0.756546	H3K4me3
Samm50	4.19824	H3K4me3
Parvb	0.532789	H3K27me3
Parvg	0.0229365	none
C1qtnf6	0.170743	H3K4me3
Efcab6	0.612222	H3K4me3
Ttll1	22.8247	H3K4me3
Myh9	20.7779	H3K4me3
Cyp2d26	0	none
Adamts20	0.732593	H3K27me3
Ndufa6	82.0869	H3K4me3
Twf1	9.44704	H3K4me3
Smdt1	9.05242	H3K4me3
Naga	6.69459	H3K4me3
Nell2	79.4769	H3K4me3
Wbp2nl	0.0508914	none
Sept3	35.9618	none
Slc38a2	6.72638	H3K4me3
Srebf2	36.436	H3K4me3
Slc38a4	0.231796	H3K27me3
Rpap3	9.19113	H3K4me3
Endou	0.0728491	none
Rapgef3	4.85947	Bivalent
Xrcc6	4.23023	none
Desi1	9.73255	none
Pmm1	29.8022	H3K4me3
Hdac7	0.703222	none
Polr3h	24.6526	H3K4me3
Aco2	23.2424	H3K4me3
Vdr	0.0199857	H3K27me3
Col2a1	0.0256449	H3K27me3
Hoxc10	0	H3K27me3
Hoxc5	0	H3K27me3
Gtsf1	0	none
Nckap1l	0.375321	none
Pde1b	113.326	H3K4me3
Ppp1r1a	35.3624	H3K4me3
Glycam1	0.0689578	none
Shisa9	44.1419	H3K4me3
Tnfrsf17	0	none
Txndc11	4.2088	H3K4me3
Litaf	0.607184	H3K4me3
Prm1	0	none
Nubp1	1.95288	H3K4me3
Ciita	0.296651	none
Emp2	0.314026	H3K27me3
1810013L24Rik	19.5867	H3K4me3
Bcl6	5.49495	H3K4me3
Trp63	0.00759266	none
Cldn1	0.127764	Bivalent
Il1rap	0.662018	H3K4me3
Anks3	4.87016	H3K4me3
Nudt16l1	7.38432	H3K4me3
Mgrn1	15.1603	H3K4me3
4930562C15Rik	0.0584084	none
Srl	1.24088	H3K4me3
Crebbp	64.0171	H3K4me3
Fgf12	65.9917	H3K4me3
Plaat1	12.9633	H3K4me3
Zfp251	10.3416	H3K4me3
Hes1	0.571559	Bivalent
Zfp263	4.75385	H3K4me3
Atp13a3	12.2279	H3K27me3
Mefv	0	none
Glyr1	32.5407	H3K4me3
Tmem44	12.3768	H3K4me3
Lsg1	12.1214	H3K4me3
Rogdi	32.8348	H3K4me3
Sept12	0	none
4930451G09Rik	1.58038	H3K4me3
Eef2kmt	1.89089	H3K4me3
Ercc4	5.26064	H3K4me3
Gpt	0.109159	none
Apod	3.58488	none
Adck5	1.0799	H3K4me3
Cyc1	5.80556	H3K4me3
Sharpin	11.4369	H3K4me3
Maf1	21.7789	H3K4me3
Hgh1	0.578571	H3K4me3
Dgat1	5.10537	H3K4me3
Hsf1	4.5371	H3K4me3
Bop1	7.47327	H3K4me3
Mroh1	2.39304	H3K4me3
Fbxl6	2.71921	H3K4me3
Slc52a2	0.880421	H3K4me3
Gpaa1	2.84658	H3K4me3
Oplah	1.90433	H3K4me3
Grina	68.2309	H3K4me3
Plec	19.8892	H3K4me3
Scrib	2.99303	H3K4me3
Tsta3	3.09475	H3K4me3
Pycrl	3.92366	H3K4me3
Naprt	0.0196641	H3K27me3
Gsdmd	0.0144897	H3K27me3
Ly6h	66.7513	H3K4me3
Gpihbp1	0	none
Rhpn1	0.372563	H3K4me3
Ly6g	0	none
Ly6f	0	H3K27me3
Ly6c2	0.063179	H3K27me3
Ly6i	0	H3K27me3
Ly6e	12.5268	H3K4me3
Cyp11b2	0	none
Gm9747	0.00395374	H3K27me3
Lynx1	43.0857	H3K4me3
Lypd2	0	none
Slurp1	0.0356849	none
Psca	0	none
Zbtb11	11.0452	H3K4me3
Arc	24.702	H3K4me3
Mroh4	0	H3K27me3
Cep97	3.80579	H3K4me3
Ptk2	21.3862	H3K4me3
Mapk12	0.534529	H3K27me3
Miox	0	none
Lmf2	1.65602	H3K4me3
Tymp	0.15523	H3K27me3
Chkb	1.92713	H3K4me3
Mapk8ip2	29.0092	H3K4me3
Arsa	3.88925	H3K4me3
Rabl2	4.73153	H3K4me3
Acr	0.179332	none
Shank3	48.3345	H3K4me3
Kif21a	54.2491	H3K4me3
Yaf2	22.7676	H3K4me3
Zcrb1	37.0037	H3K4me3
Alcam	102.885	H3K4me3
Cblb	2.64484	H3K4me3
Dubr	4.78973	H3K4me3
Bbx	18.6889	H3K4me3
Retnlb	0.0558441	none
Retnlg	0	none
Morc1	0	none
Nectin3	2.66813	Bivalent
Cd96	0	H3K27me3
Tagln3	79.0948	H3K4me3
Gcsam	0	H3K27me3
Cd200	24.0519	H3K4me3
Atg3	3.36542	H3K4me3
Slc35a5	8.12548	H3K4me3
Ccdc80	2.12056	H3K27me3
Cd200r1	0	none
Gtpbp8	4.89135	H3K4me3
Mzt2	4.01959	H3K4me3
Prkdc	0.619504	H3K4me3
Mcm4	3.44364	H3K4me3
Ube2v2	7.25654	H3K4me3
Snai2	0.0970535	Bivalent
Fopnl	4.82317	H3K4me3
Nde1	0.152576	none
Mpv17l	10.6916	H3K4me3
Pdxdc1	37.476	H3K4me3
Ntan1	10.5949	H3K4me3
Rrn3	10.4738	H3K4me3
Pla2g10	0	H3K27me3
Bfar	11.7595	H3K4me3
Parn	9.11957	H3K4me3
B3gnt5	0.168655	Bivalent
Boc	0.257971	Bivalent
Sidt1	2.75509	Bivalent
Naa50	11.4861	H3K4me3
Ccdc191	3.66785	H3K4me3
Hira	7.41062	H3K4me3
Qtrt2	7.24785	none
Drd3	2.07409	H3K4me3
Mrpl40	14.2202	H3K4me3
Gbe1	1.34527	H3K4me3
Zbtb20	29.101	H3K4me3
Usp7	40.6287	none
Pmm2	1.46416	H3K4me3
Tmem114	0.223402	H3K4me3
Dgcr8	8.44123	H3K4me3
Trmt2a	4.23975	H3K4me3
Arl6	9.52014	H3K4me3
Crybg3	11.122	H3K4me3
Riox2	5.03604	H3K4me3
Gsc2	0	H3K27me3
Cpox	7.42247	H3K4me3
Cldnd1	7.6188	H3K4me3
St3gal6	2.16706	Bivalent
Cmss1	0	Bivalent
Tbc1d23	9.84285	H3K4me3
Klhl22	17.9064	H3K4me3
Nit2	2.27492	H3K4me3
Tomm70a	58.182	H3K4me3
Tmem30c	0.019306	H3K27me3
Tmem45a	0	Bivalent
Adgrg7	0	H3K27me3
Slc7a4	23.3147	none
Tfg	31.718	Bivalent
P2rx6	1.30807	none
Lrrc74b	0.105085	none
Thap7	8.55682	H3K4me3
Lztr1	16.9443	H3K4me3
Ncam2	17.7982	H3K4me3
Aifm3	0.862771	H3K4me3
Snap29	4.88473	H3K4me3
Serpind1	0.117262	none
Ccdc116	0.425217	H3K4me3
Sdf2l1	4.33411	H3K4me3
Dlg1	14.9564	H3K4me3
Ppil2	16.2021	H3K4me3
Senp5	10.3801	H3K4me3
Ypel1	2.44787	H3K4me3
Ncbp2	8.55736	H3K4me3
Top3b	3.55	H3K4me3
Meltf	0.0260967	none
Pak2	7.37891	H3K4me3
Spag6l	5.72161	H3K4me3
Wdr53	4.17619	H3K4me3
Fgd4	5.75495	H3K4me3
Dnm1l	58.7701	H3K4me3
Igsf11	10.6973	none
Tnk2	29.2157	H3K4me3
Yars2	3.13904	H3K4me3
B4galt4	5.31301	H3K4me3
Tfrc	8.68372	H3K4me3
Tex55	0	none
Arhgap31	0.682426	H3K4me3
Fyttd1	18.8509	H3K4me3
Lrch3	1.69088	H3K4me3
Lmln	4.49387	H3K4me3
Popdc2	0	none
Maats1	0.307337	H3K4me3
Osbpl11	2.39896	H3K4me3
Snx4	9.03901	H3K4me3
Nr1i2	0	none
Zfp148	30.2044	H3K4me3
Gsk3b	37.4349	H3K4me3
Umps	3.09262	H3K4me3
Fstl1	4.57865	H3K4me3
Itgb5	0.124564	Bivalent
Cyp2ab1	0.0091171	none
Ndufb4	23.2602	H3K4me3
Hgd	0	none
Abcc5	39.3035	H3K4me3
Muc13	0	none
Rabl3	1.47645	H3K4me3
Gtf2e1	6.96478	H3K4me3
Stxbp5l	24.4733	H3K4me3
Hcls1	0.0159059	none
Ropn1	0	none
Ccdc14	0.434111	H3K4me3
Mylk	0.618879	H3K27me3
Iqcb1	1.75074	H3K4me3
Eaf2	0.0362282	H3K4me3
Adcy5	122.109	H3K4me3
Ap2m1	39.9304	H3K4me3
Ece2	1.95541	H3K4me3
Clcn2	3.26459	H3K4me3
Pdia5	0.81282	H3K4me3
Thpo	0.302178	Bivalent
Slc49a4	12.6442	H3K4me3
Hspbap1	1.35843	H3K4me3
Ehhadh	1.19695	H3K4me3
Senp2	9.78527	H3K4me3
Tmem41a	5.31544	H3K4me3
Tmprss15	0.00719027	none
Tra2b	16.1814	H3K4me3
Chodl	0.5045	H3K27me3
Dgkg	18.8647	H3K4me3
Btg3	10.0598	H3K4me3
D16Ertd472e	0.994235	H3K4me3
Cxadr	2.31023	H3K4me3
Usp25	4.40686	H3K4me3
Ahsg	0	H3K27me3
Fetub	0	none
Kng1	0	none
Samsn1	0	none
Hrg	0	none
Adipoq	0	H3K27me3
Rfc4	0.828018	H3K4me3
Robo1	27.5128	H3K4me3
Eif4a2	98.103	H3K4me3
St6gal1	0.524346	Bivalent
Prl2a1	0	none
Masp1	0.798766	H3K27me3
Mrpl39	7.39381	H3K4me3
Atp5j	108.805	H3K4me3
App	520.339	H3K4me3
Adamts1	0.545814	Bivalent
Adamts5	0.204508	Bivalent
Ets2	33.6266	H3K4me3
Dyrk1a	12.3738	H3K4me3
Vps26c	3.50715	H3K4me3
Slc15a2	0.23092	none
Ildr1	0.0166291	H3K27me3
Cd86	0.0371101	none
Stfa2	0	none
Kpna1	19.6625	none
Parp9	0.0370972	Bivalent
Arl13b	5.08047	H3K4me3
Pros1	0.137459	Bivalent
Psmg1	3.95696	H3K4me3
Brwd1	29.2729	H3K4me3
Krtap15	0	none
Grik1	2.20736	Bivalent
Fam3b	0	none
Pigp	4.82045	H3K4me3
Ripply3	0	H3K27me3
Chaf1b	0.19101	H3K4me3
Dop1b	12.6175	H3K4me3
Cbr3	8.60796	H3K4me3
Setd4	1.21205	H3K4me3
Clic6	3.7394	none
Rcan1	14.7381	none
Runx1	0.0553473	H3K27me3
Atp5o	53.1016	H3K4me3
Itsn1	35.5593	H3K4me3
Donson	2.68863	H3K4me3
Son	42.0348	H3K4me3
Gart	9.43535	H3K4me3
Tmem50b	15.9588	H3K4me3
Ifngr2	3.28317	H3K4me3
Ifnar1	4.81683	H3K4me3
Il10rb	0.388901	H3K4me3
Ifnar2	3.34811	H3K4me3
Cfap298	21.1986	H3K4me3
Synj1	238.979	H3K4me3
Paxbp1	11.3723	H3K4me3
Mis18a	1.14579	H3K4me3
Sod1	31.8413	H3K4me3
Scaf4	33.1149	H3K4me3
Krt75	0	none
Zfp641	2.12666	H3K4me3
Lalba	0	none
Kansl2	6.54534	H3K4me3
4930415O20Rik	0	none
Adcy6	8.7827	H3K4me3
Enah	54.9173	H3K4me3
Wnt10b	0.229142	H3K27me3
Wnt1	0.518453	H3K27me3
Lmbr1l	0.931719	H3K4me3
Dhh	0	H3K27me3
Tuba1b	28.9648	H3K4me3
Prpf40b	6.50853	H3K4me3
Fmnl3	0.170222	Bivalent
Nckap5l	6.23924	H3K4me3
Tmbim6	21.9443	H3K4me3
Faim2	75.8661	H3K4me3
Aqp2	0	H3K27me3
Racgap1	3.95458	H3K4me3
Asic1	13.0452	H3K4me3
Smarcd1	26.446	H3K4me3
Gpd1	12.2049	H3K4me3
Cox14	4.14984	H3K4me3
Cers5	3.20385	H3K4me3
Lima1	1.36045	H3K4me3
Larp4	9.142	none
Dip2b	4.5997	H3K4me3
Atf1	3.12389	H3K4me3
Slc11a2	3.02538	H3K27me3
Cela1	0	H3K27me3
Slc4a8	5.02769	H3K4me3
Scn8a	42.8772	H3K4me3
Nr4a1	11.5232	H3K4me3
Pcdhgc4	2.46825	H3K4me3
Krt7	0	H3K27me3
Krt6b	0	none
Krt18	0	H3K27me3
Csad	6.3299	H3K4me3
Soat2	0	none
Igfbp6	9.54526	H3K4me3
Amhr2	0.214789	none
Prr13	4.33279	none
Map3k12	14.5627	H3K4me3
Tarbp2	1.55896	H3K4me3
Npff	0.11356	none
Calcoco1	33.6463	H3K4me3
Fabp2	0	none
Sncg	0.781153	H3K27me3
Rttn	0.17967	H3K4me3
Cdkn1a	2.68812	none
Nus1	12.2606	H3K4me3
Rgn	0	H3K27me3
Cep89	4.16282	H3K4me3
Slc10a2	0	none
Mospd1	1.49905	H3K4me3
Akirin1	16.9981	H3K4me3
Cxcl13	0.109724	none
Gtf2ird1	7.99726	H3K4me3
H2-M10.2	0	none
Lrrc71	0.0504885	H3K27me3
Noct	12.6327	H3K4me3
Abcc1	1.80506	H3K4me3
Ndufa5	65.6112	H3K4me3
Fhl1	9.43812	H3K4me3
Pate12	0	none
Msrb2	3.82439	H3K4me3
Rfc2	2.31479	none
Denr	5.64874	H3K4me3
Prmt5	15.1915	H3K4me3
Sympk	22.3426	H3K4me3
Ldc1	0	none
Sult1c2	0	none
Gzma	0	H3K27me3
Reg2	0	none
Nagpa	2.65835	H3K4me3
Wrb	21.5373	H3K4me3
Ivns1abp	17.7916	H3K4me3
Lrrc69	0	none
Tmem52	0	none
Rpp14	14.7208	H3K4me3
Psg29	0	none
Ssxb2	0	none
Slc38a1	26.4043	H3K4me3
Gps2	3.85082	H3K4me3
Bsg	103.486	H3K4me3
Cpn2	0	none
Ceacam14	0	none
Vwa5a	0.543223	H3K4me3
P3h3	0.771419	H3K4me3
Grm2	1.04822	none
Il15ra	1.49523	H3K4me3
Lcn9	0	none
Epb42	0	none
Serping1	0.035262	H3K27me3
Serinc2	0.140729	none
Ccl25	1.77587	H3K4me3
Scg5	82.3728	H3K4me3
Kcnk5	0.0146234	Bivalent
Guca2a	0	none
Parp3	0.518956	H3K4me3
Cypt1	0	none
Slc26a6	0.25079	H3K4me3
Acy1	4.71581	H3K4me3
9530002B09Rik	0	none
Frs3	2.03092	H3K4me3
Gabrr2	0.0553766	none
Creld2	1.16494	H3K4me3
Cd4	17.9166	none
Twf2	3.63487	H3K4me3
Bmp15	0	none
Zfp605	7.616	H3K4me3
Ube2j2	8.04623	H3K4me3
Sva	0	none
March5	10.8159	H3K4me3
Ache	17.5691	H3K4me3
Dtwd1	2.7031	H3K4me3
Gcm1	0	none
Wfdc1	0.0447115	none
Mx2	0.0402684	none
Poc1a	1.32022	H3K4me3
Trip6	0.0766276	none
Clec4n	0	none
Phf8-ps	0.00970401	none
Agap3	50.2524	H3K4me3
Tmem176a	0.172285	H3K27me3
Kcnk16	0.0354962	H3K27me3
Dlx2	3.51232	Bivalent
Slc17a9	0.0447541	none
Stk31	0	none
Nfatc4	0	H3K27me3
Cela3b	0	none
Gnb3	0	none
Esx1	0	H3K27me3
Pisd	6.06065	H3K4me3
Tpi1	83.7564	H3K4me3
Rab12	65.1408	H3K4me3
Tulp2	0	none
Celsr3	4.06579	H3K4me3
Prph	0.0371166	H3K27me3
Pcbp4	4.37368	H3K4me3
Cdca3	0.0564553	H3K4me3
C1qtnf12	0.896189	H3K4me3
Ccndbp1	9.51883	H3K4me3
Ogfod2	2.9727	H3K4me3
Mrps23	4.44909	H3K4me3
1700082M22Rik	0	H3K4me3
Rhebl1	0.790109	H3K27me3
Sfi1	2.42883	H3K4me3
Hes7	0.0536717	H3K4me3
Pigx	4.28141	H3K4me3
Pisd-ps2	0.957546	H3K4me3
Tiam2	16.1474	H3K27me3
Nox3	0	none
Synj2	2.78136	H3K4me3
Rsph3b	5.54875	H3K4me3
Rps6ka2	8.78707	H3K4me3
Prkn	2.38799	H3K4me3
Agpat4	5.53278	H3K4me3
Slc22a3	1.70944	H3K4me3
Slc22a1	0	none
Igf2r	8.80454	H3K4me3
Acat2	5.82309	H3K4me3
Lnpep	18.1237	H3K4me3
Chd1	5.78003	H3K4me3
Mpc1	7.56933	H3K4me3
Pde10a	225.992	H3K4me3
1700010I14Rik	0.99865	none
Zfp54	0.0911543	H3K4me3
Phf10	13.6471	H3K4me3
Thbs2	0.258862	H3K27me3
Smoc2	0.14319	H3K27me3
Zfp51	0.971527	H3K4me3
Zscan10	0	H3K4me3
Mmp25	0	H3K27me3
Hcfc1r1	13.3441	H3K4me3
Tnfrsf12a	0.694056	H3K27me3
Cldn6	0	H3K27me3
Pkmyt1	1.70925	H3K4me3
Paqr4	14.1686	Bivalent
Flywch2	4.66105	H3K4me3
Slc25a27	6.27153	H3K4me3
Pla2g7	3.05325	H3K4me3
Mep1a	0	none
Tnfrsf21	13.4661	H3K4me3
Adgrf4	0.24613	none
Cenpq	0.498681	H3K4me3
Mmut	3.29948	H3K4me3
Tbc1d5	9.24622	H3K4me3
Rhag	0	none
Satb1	7.70404	H3K4me3
Crisp2	0	none
Efhb	0.0737679	H3K4me3
Cdc5l	26.4494	H3K4me3
Spats1	1.31382	H3K4me3
Aars2	1.10647	H3K4me3
Mrpl14	5.9579	H3K4me3
Sgo1	0.0272561	Bivalent
Slc29a1	4.19122	none
Sult1c1	0	none
Hsp90ab1	1360.29	H3K4me3
Slc5a7	1.86898	H3K27me3
Nfkbie	0.127952	H3K4me3
Tcte1	0.199517	none
Vegfa	12.1713	H3K4me3
Gtpbp2	13.4585	H3K4me3
Polh	0.905853	H3K4me3
Clic5	0.110726	H3K27me3
Enpp5	91.7683	H3K4me3
Enpp4	6.13997	H3K4me3
Cyp39a1	0.0949882	H3K4me3
Calcr	0.813002	H3K27me3
Fbxl17	20.1138	H3K4me3
Rsph9	4.78681	H3K4me3
Mrps18a	6.87739	H3K4me3
Crip3	0.0386659	none
Rrp36	6.81343	H3K4me3
Ptk7	2.33531	H3K4me3
Cnpy3	12.5585	H3K4me3
Ubr2	12.5406	H3K4me3
Prph2	0	none
Guca1b	0	none
Taf8	3.9621	H3K4me3
Guca1a	0	H3K27me3
Gm20517	0.398662	H3K4me3
Pgc	0	none
Bysl	7.03048	H3K4me3
Tfeb	0.0822332	H3K4me3
Foxp4	13.5715	H3K4me3
Trem2	0.377928	none
Treml1	0.0357505	none
Nfya	7.04112	H3K4me3
Tspo2	0	none
Kif6	0.426518	H3K4me3
Brd4	68.879	H3K4me3
Stk38	5.19955	H3K4me3
Ppil1	7.1255	H3K4me3
Cpne5	134.514	H3K4me3
Pi16	0.394926	none
Mtch1	78.1081	H3K4me3
Fgd2	0.219944	none
Pim1	1.11255	H3K4me3
Ccdc167	3.10827	H3K4me3
Cmtr1	4.95893	H3K4me3
Glo1	18.2055	none
Glp1r	0.255888	H3K27me3
Tff2	0.0751834	none
Tff3	0	none
Abcg1	16.0898	H3K4me3
Tff1	0	none
Rsph1	2.27411	H3K4me3
Tmprss3	0	none
Slc37a1	3.9416	none
Wdr4	3.75332	H3K4me3
Ndufv3	12.8851	H3K4me3
Cbs	0.499331	H3K27me3
Cryaa	0	H3K27me3
Sik1	3.783	H3K4me3
Arhgap28	0.123426	Bivalent
Epb41l3	70.1507	H3K4me3
Akap8	15.8178	H3K4me3
Myl12a	3.47964	H3K4me3
Myom1	0.197389	H3K4me3
Wiz	9.7375	Bivalent
Lpin2	9.52395	Bivalent
Emilin2	0.124015	H3K27me3
Smchd1	9.60163	H3K4me3
Cyp4f13	0.683384	H3K4me3
Ndc80	0	H3K4me3
Clip4	20.0551	none
Lbh	2.6809	H3K4me3
Galnt14	8.1022	H3K4me3
Ehd3	23.7963	H3K4me3
Xdh	0.0986062	none
Dpy30	10.7891	none
Spast	5.44549	H3K4me3
Slc30a6	2.02891	H3K4me3
Prkd3	0.431829	H3K4me3
Yipf4	11.7596	Bivalent
Birc6	21.1276	H3K4me3
Crim1	6.43073	H3K4me3
Vit	0.0702215	H3K27me3
Strn	103.143	H3K4me3
Ttc27	3.98709	H3K4me3
Eif2ak2	0.851367	H3K27me3
Cebpz	36.0658	H3K4me3
Ndufaf7	4.14132	H3K4me3
Pja2	210.673	H3K4me3
Qpct	2.80568	H3K4me3
Man2a1	1.69972	H3K4me3
Cyp1b1	0.0579955	Bivalent
4930583I09Rik	0	none
Vapa	27.1483	H3K4me3
Hnrnpll	14.5223	H3K4me3
Ralbp1	30.8768	H3K4me3
Srsf7	19.6135	H3K4me3
Twsg1	6.9128	H3K4me3
Ndufv2	60.1457	H3K4me3
